#L TT           EE           TE
557 5.911258E+01 2.696943E-01 -1.898273E-01
558 5.950259E+01 2.923169E-01 -2.144123E-01
559 6.478278E+01 2.741185E-01 -1.073515E-01
560 5.988912E+01 2.475565E-01 -1.901609E-01
561 6.061718E+01 2.501264E-01 -2.751681E-01
562 6.135560E+01 2.777587E-01 -2.251754E-01
563 6.171967E+01 2.672534E-01 -2.151984E-01
564 6.148175E+01 2.637952E-01 -2.715078E-01
565 6.617717E+01 2.519691E-01 -3.937293E-02
566 6.181343E+01 2.647810E-01 -1.092966E-01
567 6.319964E+01 2.395927E-01 -2.306863E-01
568 6.745467E+01 2.535496E-01 -7.471085E-02
569 6.626971E+01 2.714510E-01 -6.052151E-02
570 6.644713E+01 2.762812E-01 -1.489988E-01
571 6.951119E+01 2.983189E-01 -1.150373E-01
572 7.471402E+01 2.750390E-01 -9.794290E-02
573 6.932928E+01 2.780495E-01 -7.975542E-02
574 6.920226E+01 2.828835E-01 3.325177E-02
575 7.506902E+01 2.678880E-01 -2.028332E-02
576 7.293832E+01 2.611644E-01 -1.298254E-01
577 7.092091E+01 2.678489E-01 -9.833068E-02
578 7.723420E+01 3.046942E-01 -1.741061E-01
579 7.340626E+01 2.838459E-01 -2.420377E-01
580 7.514041E+01 2.802690E-01 -1.344983E-01
581 7.548200E+01 2.755097E-01 -1.741492E-01
582 7.219092E+01 2.703071E-01 -2.572517E-01
583 7.146735E+01 3.032097E-01 -1.931157E-01
584 7.462633E+01 2.585004E-01 -1.970869E-01
585 8.281498E+01 2.456370E-01 -1.348855E-01
586 8.094962E+01 2.486236E-01 -9.940925E-02
587 7.833441E+01 3.085936E-01 -1.501332E-01
588 8.199124E+01 2.924471E-01 -9.604463E-02
589 7.658114E+01 2.679485E-01 -2.491526E-01
590 7.763683E+01 2.437795E-01 -1.911232E-01
591 8.667078E+01 2.882149E-01 4.464573E-02
592 7.597648E+01 2.882156E-01 -4.407315E-01
593 7.385632E+01 3.100790E-01 -5.351599E-01
594 8.844265E+01 2.831230E-01 -2.432596E-01
595 7.469785E+01 2.798518E-01 -3.186787E-01
596 7.632821E+01 2.613148E-01 -3.248810E-01
597 7.623947E+01 2.648432E-01 -2.230486E-01
598 7.946940E+01 2.648287E-01 -1.225973E-01
599 7.806631E+01 2.536136E-01 -1.719110E-01
600 7.631757E+01 2.902906E-01 -2.373754E-01
601 7.657134E+01 2.773185E-01 -1.916484E-01
602 7.571427E+01 2.959814E-01 -3.748116E-01
603 7.626228E+01 2.914672E-01 -5.408222E-01
604 7.696882E+01 3.032524E-01 -4.296013E-01
605 8.522136E+01 3.145734E-01 -3.368722E-01
606 7.615691E+01 3.093742E-01 -4.317556E-01
607 7.433326E+01 2.988251E-01 -4.745270E-01
608 7.859987E+01 2.879701E-01 -3.787249E-01
609 7.653683E+01 2.849466E-01 -3.464677E-01
610 7.394720E+01 2.747266E-01 -4.644608E-01
611 7.577317E+01 2.878307E-01 -3.883668E-01
612 8.336908E+01 2.921454E-01 -2.997489E-01
613 7.826606E+01 2.974024E-01 -2.643105E-01
614 8.250153E+01 2.893676E-01 -1.142998E-01
615 7.605411E+01 2.798976E-01 -1.304755E-01
616 6.992988E+01 2.750179E-01 -1.818845E-01
617 7.249220E+01 2.770245E-01 -7.202898E-02
618 7.981062E+01 2.859126E-01 3.289179E-02
619 7.235546E+01 2.979063E-01 1.842043E-02
620 7.018802E+01 2.577765E-01 -8.077704E-02
