#L TT           EE
785 4.942516E-03 9.885032E-03
786 4.959964E-03 9.919927E-03
787 4.977460E-03 9.954919E-03
788 4.995004E-03 9.990009E-03
789 5.012598E-03 1.002520E-02
790 5.030241E-03 1.006048E-02
791 5.047933E-03 1.009587E-02
792 5.065675E-03 1.013135E-02
793 5.083465E-03 1.016693E-02
794 5.101306E-03 1.020261E-02
795 5.119196E-03 1.023839E-02
796 5.137136E-03 1.027427E-02
797 5.155125E-03 1.031025E-02
798 5.173165E-03 1.034633E-02
799 5.191255E-03 1.038251E-02
800 5.209395E-03 1.041879E-02
801 5.227585E-03 1.045517E-02
802 5.245826E-03 1.049165E-02
803 5.264118E-03 1.052824E-02
804 5.282460E-03 1.056492E-02
805 5.300853E-03 1.060171E-02
806 5.319298E-03 1.063860E-02
807 5.337793E-03 1.067559E-02
808 5.356340E-03 1.071268E-02
809 5.374937E-03 1.074987E-02
810 5.393587E-03 1.078717E-02
811 5.412288E-03 1.082458E-02
812 5.431040E-03 1.086208E-02
813 5.449845E-03 1.089969E-02
814 5.468701E-03 1.093740E-02
815 5.487610E-03 1.097522E-02
816 5.506571E-03 1.101314E-02
817 5.525584E-03 1.105117E-02
818 5.544650E-03 1.108930E-02
819 5.563768E-03 1.112754E-02
820 5.582939E-03 1.116588E-02
821 5.602163E-03 1.120433E-02
822 5.621439E-03 1.124288E-02
823 5.640769E-03 1.128154E-02
824 5.660152E-03 1.132030E-02
825 5.679589E-03 1.135918E-02
826 5.699079E-03 1.139816E-02
827 5.718622E-03 1.143724E-02
828 5.738220E-03 1.147644E-02
829 5.757871E-03 1.151574E-02
830 5.777576E-03 1.155515E-02
831 5.797335E-03 1.159467E-02
832 5.817149E-03 1.163430E-02
833 5.837016E-03 1.167403E-02
834 5.856939E-03 1.171388E-02
835 5.876916E-03 1.175383E-02
836 5.896948E-03 1.179390E-02
837 5.917034E-03 1.183407E-02
838 5.937176E-03 1.187435E-02
839 5.957373E-03 1.191475E-02
840 5.977625E-03 1.195525E-02
841 5.997933E-03 1.199587E-02
842 6.018296E-03 1.203659E-02
843 6.038714E-03 1.207743E-02
844 6.059189E-03 1.211838E-02
845 6.079720E-03 1.215944E-02
846 6.100306E-03 1.220061E-02
847 6.120949E-03 1.224190E-02
848 6.141648E-03 1.228330E-02
849 6.162404E-03 1.232481E-02
850 6.183216E-03 1.236643E-02
851 6.204085E-03 1.240817E-02
852 6.225011E-03 1.245002E-02
853 6.245994E-03 1.249199E-02
854 6.267034E-03 1.253407E-02
855 6.288131E-03 1.257626E-02
856 6.309286E-03 1.261857E-02
857 6.330498E-03 1.266100E-02
858 6.351768E-03 1.270354E-02
859 6.373096E-03 1.274619E-02
860 6.394481E-03 1.278896E-02
861 6.415925E-03 1.283185E-02
862 6.437427E-03 1.287485E-02
863 6.458987E-03 1.291797E-02
864 6.480606E-03 1.296121E-02
865 6.502284E-03 1.300457E-02
866 6.524020E-03 1.304804E-02
867 6.545815E-03 1.309163E-02
868 6.567670E-03 1.313534E-02
869 6.589583E-03 1.317917E-02
870 6.611556E-03 1.322311E-02
871 6.633588E-03 1.326718E-02
872 6.655680E-03 1.331136E-02
873 6.677832E-03 1.335566E-02
874 6.700043E-03 1.340009E-02
875 6.722315E-03 1.344463E-02
876 6.744647E-03 1.348929E-02
877 6.767039E-03 1.353408E-02
878 6.789491E-03 1.357898E-02
879 6.812004E-03 1.362401E-02
880 6.834578E-03 1.366916E-02
881 6.857213E-03 1.371443E-02
882 6.879908E-03 1.375982E-02
883 6.902665E-03 1.380533E-02
884 6.925483E-03 1.385097E-02
885 6.948363E-03 1.389673E-02
886 6.971304E-03 1.394261E-02
887 6.994307E-03 1.398861E-02
888 7.017372E-03 1.403474E-02
889 7.040499E-03 1.408100E-02
890 7.063688E-03 1.412738E-02
891 7.086939E-03 1.417388E-02
892 7.110253E-03 1.422051E-02
893 7.133629E-03 1.426726E-02
894 7.157068E-03 1.431414E-02
895 7.180570E-03 1.436114E-02
896 7.204135E-03 1.440827E-02
897 7.227763E-03 1.445553E-02
898 7.251454E-03 1.450291E-02
899 7.275209E-03 1.455042E-02
900 7.299028E-03 1.459806E-02
901 7.322910E-03 1.464582E-02
902 7.346857E-03 1.469371E-02
903 7.370867E-03 1.474173E-02
904 7.394941E-03 1.478988E-02
905 7.419080E-03 1.483816E-02
906 7.443284E-03 1.488657E-02
907 7.467552E-03 1.493510E-02
908 7.491885E-03 1.498377E-02
909 7.516282E-03 1.503256E-02
910 7.540745E-03 1.508149E-02
911 7.565273E-03 1.513055E-02
912 7.589867E-03 1.517973E-02
913 7.614526E-03 1.522905E-02
914 7.639251E-03 1.527850E-02
915 7.664042E-03 1.532808E-02
916 7.688898E-03 1.537780E-02
917 7.713821E-03 1.542764E-02
918 7.738810E-03 1.547762E-02
919 7.763866E-03 1.552773E-02
920 7.788988E-03 1.557798E-02
921 7.814177E-03 1.562835E-02
922 7.839433E-03 1.567887E-02
923 7.864756E-03 1.572951E-02
924 7.890146E-03 1.578029E-02
925 7.915604E-03 1.583121E-02
926 7.941129E-03 1.588226E-02
927 7.966721E-03 1.593344E-02
928 7.992382E-03 1.598476E-02
929 8.018111E-03 1.603622E-02
930 8.043908E-03 1.608782E-02
931 8.069773E-03 1.613955E-02
932 8.095706E-03 1.619141E-02
933 8.121708E-03 1.624342E-02
934 8.147779E-03 1.629556E-02
935 8.173919E-03 1.634784E-02
936 8.200128E-03 1.640026E-02
937 8.226407E-03 1.645281E-02
938 8.252754E-03 1.650551E-02
939 8.279171E-03 1.655834E-02
940 8.305658E-03 1.661132E-02
941 8.332215E-03 1.666443E-02
942 8.358842E-03 1.671768E-02
943 8.385539E-03 1.677108E-02
944 8.412306E-03 1.682461E-02
945 8.439144E-03 1.687829E-02
946 8.466053E-03 1.693211E-02
947 8.493032E-03 1.698606E-02
948 8.520083E-03 1.704017E-02
949 8.547204E-03 1.709441E-02
950 8.574397E-03 1.714879E-02
951 8.601662E-03 1.720332E-02
952 8.628998E-03 1.725800E-02
953 8.656405E-03 1.731281E-02
954 8.683885E-03 1.736777E-02
955 8.711437E-03 1.742287E-02
956 8.739061E-03 1.747812E-02
957 8.766758E-03 1.753352E-02
958 8.794527E-03 1.758905E-02
959 8.822369E-03 1.764474E-02
960 8.850284E-03 1.770057E-02
961 8.878272E-03 1.775654E-02
962 8.906334E-03 1.781267E-02
963 8.934468E-03 1.786894E-02
964 8.962677E-03 1.792535E-02
965 8.990959E-03 1.798192E-02
966 9.019315E-03 1.803863E-02
967 9.047745E-03 1.809549E-02
968 9.076250E-03 1.815250E-02
969 9.104829E-03 1.820966E-02
970 9.133482E-03 1.826696E-02
971 9.162210E-03 1.832442E-02
972 9.191013E-03 1.838203E-02
973 9.219892E-03 1.843978E-02
974 9.248845E-03 1.849769E-02
975 9.277874E-03 1.855575E-02
976 9.306979E-03 1.861396E-02
977 9.336159E-03 1.867232E-02
978 9.365415E-03 1.873083E-02
979 9.394748E-03 1.878950E-02
980 9.424156E-03 1.884831E-02
981 9.453641E-03 1.890728E-02
982 9.483203E-03 1.896641E-02
983 9.512841E-03 1.902568E-02
984 9.542557E-03 1.908511E-02
985 9.572349E-03 1.914470E-02
986 9.602219E-03 1.920444E-02
987 9.632167E-03 1.926433E-02
988 9.662192E-03 1.932438E-02
989 9.692294E-03 1.938459E-02
990 9.722475E-03 1.944495E-02
991 9.752734E-03 1.950547E-02
992 9.783071E-03 1.956614E-02
993 9.813487E-03 1.962697E-02
994 9.843981E-03 1.968796E-02
995 9.874555E-03 1.974911E-02
996 9.905207E-03 1.981041E-02
997 9.935939E-03 1.987188E-02
998 9.966749E-03 1.993350E-02
999 9.997640E-03 1.999528E-02
1000 1.002861E-02 2.005722E-02
1001 1.005966E-02 2.011932E-02
1002 1.009079E-02 2.018158E-02
1003 1.012200E-02 2.024400E-02
1004 1.015329E-02 2.030658E-02
1005 1.018466E-02 2.036933E-02
1006 1.021612E-02 2.043223E-02
1007 1.024765E-02 2.049530E-02
1008 1.027926E-02 2.055853E-02
1009 1.031096E-02 2.062192E-02
1010 1.034274E-02 2.068547E-02
1011 1.037459E-02 2.074919E-02
1012 1.040653E-02 2.081307E-02
1013 1.043856E-02 2.087711E-02
1014 1.047066E-02 2.094132E-02
1015 1.050285E-02 2.100570E-02
1016 1.053512E-02 2.107024E-02
1017 1.056747E-02 2.113494E-02
1018 1.059991E-02 2.119981E-02
1019 1.063243E-02 2.126485E-02
1020 1.066503E-02 2.133006E-02
1021 1.069771E-02 2.139543E-02
1022 1.073048E-02 2.146096E-02
1023 1.076334E-02 2.152667E-02
1024 1.079627E-02 2.159254E-02
1025 1.082929E-02 2.165859E-02
1026 1.086240E-02 2.172480E-02
1027 1.089559E-02 2.179118E-02
1028 1.092886E-02 2.185773E-02
1029 1.096222E-02 2.192445E-02
1030 1.099567E-02 2.199134E-02
1031 1.102920E-02 2.205840E-02
1032 1.106281E-02 2.212563E-02
1033 1.109651E-02 2.219303E-02
1034 1.113030E-02 2.226060E-02
1035 1.116417E-02 2.232835E-02
1036 1.119813E-02 2.239627E-02
1037 1.123218E-02 2.246436E-02
1038 1.126631E-02 2.253263E-02
1039 1.130053E-02 2.260106E-02
1040 1.133484E-02 2.266968E-02
1041 1.136923E-02 2.273846E-02
1042 1.140371E-02 2.280742E-02
1043 1.143828E-02 2.287656E-02
1044 1.147294E-02 2.294587E-02
1045 1.150768E-02 2.301536E-02
1046 1.154251E-02 2.308502E-02
1047 1.157743E-02 2.315486E-02
1048 1.161244E-02 2.322488E-02
1049 1.164754E-02 2.329508E-02
1050 1.168272E-02 2.336545E-02
1051 1.171800E-02 2.343600E-02
1052 1.175336E-02 2.350673E-02
1053 1.178882E-02 2.357764E-02
1054 1.182436E-02 2.364872E-02
1055 1.185999E-02 2.371999E-02
1056 1.189572E-02 2.379144E-02
1057 1.193153E-02 2.386306E-02
1058 1.196744E-02 2.393487E-02
1059 1.200343E-02 2.400686E-02
1060 1.203952E-02 2.407903E-02
1061 1.207569E-02 2.415138E-02
1062 1.211196E-02 2.422392E-02
1063 1.214832E-02 2.429663E-02
1064 1.218477E-02 2.436954E-02
1065 1.222131E-02 2.444262E-02
1066 1.225794E-02 2.451589E-02
1067 1.229467E-02 2.458934E-02
1068 1.233149E-02 2.466298E-02
1069 1.236840E-02 2.473680E-02
1070 1.240540E-02 2.481081E-02
1071 1.244250E-02 2.488500E-02
1072 1.247969E-02 2.495938E-02
1073 1.251697E-02 2.503394E-02
1074 1.255435E-02 2.510870E-02
1075 1.259182E-02 2.518364E-02
1076 1.262938E-02 2.525876E-02
1077 1.266704E-02 2.533408E-02
1078 1.270479E-02 2.540959E-02
1079 1.274264E-02 2.548528E-02
1080 1.278058E-02 2.556116E-02
1081 1.281862E-02 2.563724E-02
1082 1.285675E-02 2.571350E-02
1083 1.289498E-02 2.578995E-02
1084 1.293330E-02 2.586660E-02
1085 1.297172E-02 2.594343E-02
1086 1.301023E-02 2.602046E-02
1087 1.304884E-02 2.609768E-02
1088 1.308755E-02 2.617509E-02
1089 1.312635E-02 2.625270E-02
1090 1.316525E-02 2.633050E-02
1091 1.320424E-02 2.640849E-02
1092 1.324334E-02 2.648668E-02
1093 1.328253E-02 2.656506E-02
1094 1.332182E-02 2.664363E-02
1095 1.336120E-02 2.672241E-02
1096 1.340069E-02 2.680137E-02
1097 1.344027E-02 2.688054E-02
1098 1.347995E-02 2.695990E-02
1099 1.351973E-02 2.703945E-02
1100 1.355960E-02 2.711921E-02
1101 1.359958E-02 2.719916E-02
1102 1.363966E-02 2.727931E-02
1103 1.367983E-02 2.735966E-02
1104 1.372011E-02 2.744021E-02
1105 1.376048E-02 2.752096E-02
1106 1.380095E-02 2.760191E-02
1107 1.384153E-02 2.768306E-02
1108 1.388220E-02 2.776441E-02
1109 1.392298E-02 2.784596E-02
1110 1.396385E-02 2.792771E-02
1111 1.400483E-02 2.800966E-02
1112 1.404591E-02 2.809182E-02
1113 1.408709E-02 2.817418E-02
1114 1.412837E-02 2.825674E-02
1115 1.416975E-02 2.833950E-02
1116 1.421124E-02 2.842247E-02
1117 1.425282E-02 2.850565E-02
1118 1.429451E-02 2.858903E-02
1119 1.433631E-02 2.867261E-02
1120 1.437820E-02 2.875640E-02
1121 1.442020E-02 2.884040E-02
1122 1.446230E-02 2.892460E-02
1123 1.450451E-02 2.900901E-02
1124 1.454682E-02 2.909363E-02
1125 1.458923E-02 2.917846E-02
1126 1.463174E-02 2.926349E-02
1127 1.467437E-02 2.934873E-02
1128 1.471709E-02 2.943418E-02
1129 1.475992E-02 2.951984E-02
1130 1.480286E-02 2.960572E-02
1131 1.484590E-02 2.969180E-02
1132 1.488904E-02 2.977809E-02
1133 1.493230E-02 2.986459E-02
1134 1.497565E-02 2.995131E-02
1135 1.501912E-02 3.003823E-02
1136 1.506269E-02 3.012537E-02
1137 1.510636E-02 3.021273E-02
1138 1.515015E-02 3.030029E-02
1139 1.519404E-02 3.038807E-02
1140 1.523803E-02 3.047607E-02
1141 1.528214E-02 3.056428E-02
1142 1.532635E-02 3.065270E-02
1143 1.537067E-02 3.074134E-02
1144 1.541510E-02 3.083020E-02
1145 1.545963E-02 3.091927E-02
1146 1.550428E-02 3.100856E-02
1147 1.554903E-02 3.109806E-02
1148 1.559389E-02 3.118779E-02
1149 1.563887E-02 3.127773E-02
1150 1.568395E-02 3.136789E-02
1151 1.572914E-02 3.145827E-02
1152 1.577444E-02 3.154887E-02
1153 1.581985E-02 3.163969E-02
1154 1.586537E-02 3.173073E-02
1155 1.591100E-02 3.182199E-02
1156 1.595674E-02 3.191347E-02
1157 1.600259E-02 3.200518E-02
1158 1.604855E-02 3.209710E-02
1159 1.609463E-02 3.218925E-02
1160 1.614081E-02 3.228162E-02
1161 1.618711E-02 3.237422E-02
1162 1.623352E-02 3.246704E-02
1163 1.628004E-02 3.256008E-02
1164 1.632667E-02 3.265335E-02
1165 1.637342E-02 3.274684E-02
1166 1.642028E-02 3.284056E-02
1167 1.646725E-02 3.293451E-02
1168 1.651434E-02 3.302868E-02
1169 1.656154E-02 3.312308E-02
1170 1.660885E-02 3.321770E-02
1171 1.665628E-02 3.331256E-02
1172 1.670382E-02 3.340764E-02
1173 1.675148E-02 3.350295E-02
1174 1.679925E-02 3.359849E-02
1175 1.684713E-02 3.369426E-02
1176 1.689513E-02 3.379026E-02
1177 1.694325E-02 3.388650E-02
1178 1.699148E-02 3.398296E-02
1179 1.703983E-02 3.407965E-02
1180 1.708829E-02 3.417658E-02
1181 1.713687E-02 3.427374E-02
1182 1.718556E-02 3.437113E-02
1183 1.723438E-02 3.446875E-02
1184 1.728331E-02 3.456661E-02
1185 1.733235E-02 3.466471E-02
1186 1.738152E-02 3.476304E-02
1187 1.743080E-02 3.486160E-02
1188 1.748020E-02 3.496040E-02
1189 1.752972E-02 3.505943E-02
1190 1.757935E-02 3.515871E-02
1191 1.762911E-02 3.525821E-02
1192 1.767898E-02 3.535796E-02
1193 1.772897E-02 3.545795E-02
1194 1.777908E-02 3.555817E-02
1195 1.782932E-02 3.565863E-02
1196 1.787967E-02 3.575933E-02
1197 1.793014E-02 3.586027E-02
1198 1.798073E-02 3.596145E-02
1199 1.803144E-02 3.606288E-02
1200 1.808227E-02 3.616454E-02
1201 1.813322E-02 3.626645E-02
1202 1.818430E-02 3.636859E-02
1203 1.823549E-02 3.647098E-02
1204 1.828681E-02 3.657362E-02
1205 1.833825E-02 3.667649E-02
1206 1.838981E-02 3.677962E-02
1207 1.844149E-02 3.688298E-02
1208 1.849330E-02 3.698659E-02
1209 1.854522E-02 3.709045E-02
1210 1.859728E-02 3.719455E-02
1211 1.864945E-02 3.729890E-02
1212 1.870175E-02 3.740349E-02
1213 1.875417E-02 3.750834E-02
1214 1.880671E-02 3.761343E-02
1215 1.885938E-02 3.771877E-02
1216 1.891218E-02 3.782435E-02
1217 1.896510E-02 3.793019E-02
1218 1.901814E-02 3.803628E-02
1219 1.907131E-02 3.814262E-02
1220 1.912460E-02 3.824920E-02
1221 1.917802E-02 3.835604E-02
1222 1.923157E-02 3.846313E-02
1223 1.928524E-02 3.857048E-02
1224 1.933904E-02 3.867807E-02
1225 1.939296E-02 3.878592E-02
1226 1.944701E-02 3.889402E-02
1227 1.950119E-02 3.900238E-02
1228 1.955550E-02 3.911099E-02
1229 1.960993E-02 3.921986E-02
1230 1.966449E-02 3.932898E-02
1231 1.971918E-02 3.943836E-02
1232 1.977400E-02 3.954799E-02
1233 1.982894E-02 3.965788E-02
1234 1.988402E-02 3.976803E-02
1235 1.993922E-02 3.987844E-02
1236 1.999455E-02 3.998910E-02
1237 2.005001E-02 4.010003E-02
1238 2.010560E-02 4.021121E-02
1239 2.016133E-02 4.032265E-02
1240 2.021718E-02 4.043436E-02
1241 2.027316E-02 4.054632E-02
1242 2.032927E-02 4.065855E-02
1243 2.038552E-02 4.077103E-02
1244 2.044189E-02 4.088378E-02
1245 2.049840E-02 4.099680E-02
1246 2.055504E-02 4.111007E-02
1247 2.061181E-02 4.122361E-02
1248 2.066871E-02 4.133742E-02
1249 2.072574E-02 4.145149E-02
1250 2.078291E-02 4.156582E-02
1251 2.084021E-02 4.168042E-02
1252 2.089765E-02 4.179529E-02
1253 2.095521E-02 4.191042E-02
1254 2.101291E-02 4.202583E-02
1255 2.107075E-02 4.214149E-02
1256 2.112872E-02 4.225743E-02
1257 2.118682E-02 4.237364E-02
1258 2.124506E-02 4.249011E-02
1259 2.130343E-02 4.260686E-02
1260 2.136194E-02 4.272387E-02
1261 2.142058E-02 4.284116E-02
1262 2.147936E-02 4.295872E-02
1263 2.153827E-02 4.307655E-02
1264 2.159732E-02 4.319465E-02
1265 2.165651E-02 4.331302E-02
1266 2.171584E-02 4.343167E-02
1267 2.177530E-02 4.355059E-02
1268 2.183489E-02 4.366979E-02
1269 2.189463E-02 4.378926E-02
1270 2.195450E-02 4.390901E-02
1271 2.201451E-02 4.402903E-02
1272 2.207466E-02 4.414933E-02
1273 2.213495E-02 4.426990E-02
1274 2.219538E-02 4.439075E-02
1275 2.225594E-02 4.451188E-02
1276 2.231665E-02 4.463329E-02
1277 2.237749E-02 4.475498E-02
1278 2.243847E-02 4.487695E-02
1279 2.249960E-02 4.499919E-02
1280 2.256086E-02 4.512172E-02
1281 2.262227E-02 4.524453E-02
1282 2.268381E-02 4.536762E-02
1283 2.274550E-02 4.549099E-02
1284 2.280732E-02 4.561465E-02
1285 2.286929E-02 4.573858E-02
1286 2.293140E-02 4.586280E-02
1287 2.299365E-02 4.598731E-02
1288 2.305605E-02 4.611210E-02
1289 2.311859E-02 4.623717E-02
1290 2.318127E-02 4.636253E-02
1291 2.324409E-02 4.648818E-02
1292 2.330706E-02 4.661411E-02
1293 2.337017E-02 4.674033E-02
1294 2.343342E-02 4.686684E-02
1295 2.349682E-02 4.699363E-02
1296 2.356036E-02 4.712072E-02
1297 2.362405E-02 4.724809E-02
1298 2.368788E-02 4.737576E-02
1299 2.375185E-02 4.750371E-02
1300 2.381598E-02 4.763195E-02
1301 2.388024E-02 4.776049E-02
1302 2.394466E-02 4.788932E-02
1303 2.400922E-02 4.801844E-02
1304 2.407392E-02 4.814785E-02
1305 2.413878E-02 4.827755E-02
1306 2.420378E-02 4.840755E-02
1307 2.426892E-02 4.853785E-02
1308 2.433422E-02 4.866844E-02
1309 2.439966E-02 4.879932E-02
1310 2.446525E-02 4.893050E-02
1311 2.453099E-02 4.906198E-02
1312 2.459688E-02 4.919375E-02
1313 2.466291E-02 4.932583E-02
1314 2.472910E-02 4.945820E-02
1315 2.479543E-02 4.959086E-02
1316 2.486192E-02 4.972383E-02
1317 2.492855E-02 4.985710E-02
1318 2.499533E-02 4.999067E-02
1319 2.506227E-02 5.012454E-02
1320 2.512935E-02 5.025871E-02
1321 2.519659E-02 5.039318E-02
1322 2.526398E-02 5.052795E-02
1323 2.533151E-02 5.066303E-02
1324 2.539920E-02 5.079841E-02
1325 2.546705E-02 5.093409E-02
1326 2.553504E-02 5.107008E-02
1327 2.560319E-02 5.120638E-02
1328 2.567149E-02 5.134298E-02
1329 2.573994E-02 5.147988E-02
1330 2.580855E-02 5.161709E-02
1331 2.587731E-02 5.175461E-02
1332 2.594622E-02 5.189244E-02
1333 2.601529E-02 5.203058E-02
1334 2.608451E-02 5.216902E-02
1335 2.615389E-02 5.230778E-02
1336 2.622342E-02 5.244684E-02
1337 2.629311E-02 5.258621E-02
1338 2.636295E-02 5.272590E-02
1339 2.643295E-02 5.286590E-02
1340 2.650310E-02 5.300620E-02
1341 2.657341E-02 5.314683E-02
1342 2.664388E-02 5.328776E-02
1343 2.671450E-02 5.342901E-02
1344 2.678529E-02 5.357057E-02
1345 2.685622E-02 5.371245E-02
1346 2.692732E-02 5.385464E-02
1347 2.699857E-02 5.399715E-02
1348 2.706999E-02 5.413997E-02
1349 2.714156E-02 5.428311E-02
1350 2.721329E-02 5.442657E-02
1351 2.728518E-02 5.457035E-02
1352 2.735722E-02 5.471445E-02
1353 2.742943E-02 5.485886E-02
1354 2.750180E-02 5.500360E-02
1355 2.757433E-02 5.514865E-02
1356 2.764701E-02 5.529403E-02
1357 2.771986E-02 5.543973E-02
1358 2.779287E-02 5.558574E-02
1359 2.786604E-02 5.573209E-02
1360 2.793938E-02 5.587875E-02
1361 2.801287E-02 5.602574E-02
1362 2.808653E-02 5.617305E-02
1363 2.816034E-02 5.632069E-02
1364 2.823433E-02 5.646865E-02
1365 2.830847E-02 5.661694E-02
1366 2.838278E-02 5.676555E-02
1367 2.845725E-02 5.691449E-02
1368 2.853188E-02 5.706376E-02
1369 2.860668E-02 5.721336E-02
1370 2.868164E-02 5.736329E-02
1371 2.875677E-02 5.751354E-02
1372 2.883206E-02 5.766412E-02
1373 2.890752E-02 5.781504E-02
1374 2.898314E-02 5.796628E-02
1375 2.905893E-02 5.811786E-02
1376 2.913488E-02 5.826977E-02
1377 2.921100E-02 5.842201E-02
1378 2.928729E-02 5.857458E-02
1379 2.936375E-02 5.872749E-02
1380 2.944037E-02 5.888073E-02
1381 2.951715E-02 5.903431E-02
1382 2.959411E-02 5.918822E-02
1383 2.967123E-02 5.934247E-02
1384 2.974853E-02 5.949705E-02
1385 2.982599E-02 5.965197E-02
1386 2.990362E-02 5.980723E-02
1387 2.998141E-02 5.996283E-02
1388 3.005938E-02 6.011877E-02
1389 3.013752E-02 6.027504E-02
1390 3.021583E-02 6.043165E-02
1391 3.029430E-02 6.058861E-02
1392 3.037295E-02 6.074591E-02
1393 3.045177E-02 6.090354E-02
1394 3.053076E-02 6.106152E-02
1395 3.060992E-02 6.121984E-02
1396 3.068926E-02 6.137851E-02
1397 3.076876E-02 6.153752E-02
1398 3.084844E-02 6.169687E-02
1399 3.092829E-02 6.185657E-02
1400 3.100831E-02 6.201662E-02
1401 3.108850E-02 6.217701E-02
1402 3.116887E-02 6.233774E-02
1403 3.124941E-02 6.249883E-02
1404 3.133013E-02 6.266026E-02
1405 3.141102E-02 6.282204E-02
1406 3.149208E-02 6.298417E-02
1407 3.157332E-02 6.314665E-02
1408 3.165474E-02 6.330948E-02
1409 3.173633E-02 6.347266E-02
1410 3.181809E-02 6.363619E-02
1411 3.190003E-02 6.380007E-02
1412 3.198215E-02 6.396430E-02
1413 3.206445E-02 6.412889E-02
1414 3.214692E-02 6.429383E-02
1415 3.222956E-02 6.445913E-02
1416 3.231239E-02 6.462478E-02
1417 3.239539E-02 6.479079E-02
1418 3.247857E-02 6.495715E-02
1419 3.256193E-02 6.512387E-02
1420 3.264547E-02 6.529094E-02
1421 3.272919E-02 6.545837E-02
1422 3.281308E-02 6.562616E-02
1423 3.289716E-02 6.579431E-02
1424 3.298141E-02 6.596282E-02
1425 3.306585E-02 6.613169E-02
1426 3.315046E-02 6.630092E-02
1427 3.323526E-02 6.647051E-02
1428 3.332023E-02 6.664047E-02
1429 3.340539E-02 6.681078E-02
1430 3.349073E-02 6.698146E-02
1431 3.357625E-02 6.715250E-02
1432 3.366195E-02 6.732391E-02
1433 3.374784E-02 6.749568E-02
1434 3.383391E-02 6.766781E-02
1435 3.392016E-02 6.784031E-02
1436 3.400659E-02 6.801318E-02
1437 3.409321E-02 6.818642E-02
1438 3.418001E-02 6.836002E-02
1439 3.426699E-02 6.853399E-02
1440 3.435416E-02 6.870833E-02
1441 3.444152E-02 6.888304E-02
1442 3.452906E-02 6.905811E-02
1443 3.461678E-02 6.923356E-02
1444 3.470469E-02 6.940938E-02
1445 3.479279E-02 6.958557E-02
1446 3.488107E-02 6.976214E-02
1447 3.496954E-02 6.993908E-02
1448 3.505819E-02 7.011639E-02
1449 3.514704E-02 7.029407E-02
1450 3.523607E-02 7.047213E-02
1451 3.532528E-02 7.065056E-02
1452 3.541469E-02 7.082938E-02
1453 3.550428E-02 7.100856E-02
1454 3.559406E-02 7.118813E-02
1455 3.568403E-02 7.136807E-02
1456 3.577419E-02 7.154839E-02
1457 3.586454E-02 7.172909E-02
1458 3.595508E-02 7.191017E-02
1459 3.604581E-02 7.209162E-02
1460 3.613673E-02 7.227346E-02
1461 3.622784E-02 7.245568E-02
1462 3.631914E-02 7.263829E-02
1463 3.641064E-02 7.282127E-02
1464 3.650232E-02 7.300464E-02
1465 3.659420E-02 7.318839E-02
1466 3.668626E-02 7.337253E-02
1467 3.677852E-02 7.355705E-02
1468 3.687098E-02 7.374195E-02
1469 3.696362E-02 7.392725E-02
1470 3.705646E-02 7.411292E-02
1471 3.714950E-02 7.429899E-02
1472 3.724272E-02 7.448545E-02
1473 3.733614E-02 7.467229E-02
1474 3.742976E-02 7.485952E-02
1475 3.752357E-02 7.504714E-02
1476 3.761758E-02 7.523515E-02
1477 3.771178E-02 7.542356E-02
1478 3.780618E-02 7.561235E-02
1479 3.790077E-02 7.580154E-02
1480 3.799556E-02 7.599112E-02
1481 3.809054E-02 7.618109E-02
1482 3.818573E-02 7.637145E-02
1483 3.828111E-02 7.656222E-02
1484 3.837669E-02 7.675337E-02
1485 3.847246E-02 7.694492E-02
1486 3.856844E-02 7.713687E-02
1487 3.866461E-02 7.732922E-02
1488 3.876098E-02 7.752196E-02
1489 3.885755E-02 7.771510E-02
1490 3.895432E-02 7.790864E-02
1491 3.905129E-02 7.810258E-02
1492 3.914846E-02 7.829692E-02
1493 3.924583E-02 7.849166E-02
1494 3.934340E-02 7.868680E-02
1495 3.944117E-02 7.888235E-02
1496 3.953915E-02 7.907829E-02
1497 3.963732E-02 7.927464E-02
1498 3.973570E-02 7.947140E-02
1499 3.983428E-02 7.966855E-02
1500 3.993306E-02 7.986612E-02
1501 4.003204E-02 8.006408E-02
1502 4.013123E-02 8.026246E-02
1503 4.023062E-02 8.046124E-02
1504 4.033021E-02 8.066043E-02
1505 4.043001E-02 8.086002E-02
1506 4.053001E-02 8.106003E-02
1507 4.063022E-02 8.126044E-02
1508 4.073063E-02 8.146127E-02
1509 4.083125E-02 8.166250E-02
1510 4.093208E-02 8.186415E-02
1511 4.103310E-02 8.206621E-02
1512 4.113434E-02 8.226868E-02
1513 4.123578E-02 8.247156E-02
1514 4.133743E-02 8.267486E-02
1515 4.143929E-02 8.287857E-02
1516 4.154135E-02 8.308270E-02
1517 4.164362E-02 8.328724E-02
1518 4.174610E-02 8.349220E-02
1519 4.184879E-02 8.369757E-02
1520 4.195168E-02 8.390337E-02
1521 4.205479E-02 8.410958E-02
1522 4.215810E-02 8.431620E-02
1523 4.226163E-02 8.452325E-02
1524 4.236536E-02 8.473072E-02
1525 4.246931E-02 8.493861E-02
1526 4.257346E-02 8.514692E-02
1527 4.267783E-02 8.535565E-02
1528 4.278240E-02 8.556481E-02
1529 4.288719E-02 8.577438E-02
1530 4.299219E-02 8.598438E-02
1531 4.309740E-02 8.619481E-02
