#L TT           EE
1532 4.320283E-02 8.640566E-02
1533 4.330847E-02 8.661694E-02
1534 4.341432E-02 8.682864E-02
1535 4.352038E-02 8.704077E-02
1536 4.362666E-02 8.725332E-02
1537 4.373315E-02 8.746631E-02
1538 4.383986E-02 8.767972E-02
1539 4.394678E-02 8.789356E-02
1540 4.405392E-02 8.810783E-02
1541 4.416127E-02 8.832254E-02
1542 4.426884E-02 8.853767E-02
1543 4.437662E-02 8.875324E-02
1544 4.448462E-02 8.896924E-02
1545 4.459283E-02 8.918567E-02
1546 4.470127E-02 8.940253E-02
1547 4.480992E-02 8.961983E-02
1548 4.491878E-02 8.983757E-02
1549 4.502787E-02 9.005574E-02
1550 4.513717E-02 9.027435E-02
1551 4.524670E-02 9.049339E-02
1552 4.535644E-02 9.071287E-02
1553 4.546640E-02 9.093279E-02
1554 4.557658E-02 9.115315E-02
1555 4.568698E-02 9.137395E-02
1556 4.579759E-02 9.159519E-02
1557 4.590843E-02 9.181687E-02
1558 4.601950E-02 9.203899E-02
1559 4.613078E-02 9.226155E-02
1560 4.624228E-02 9.248456E-02
1561 4.635400E-02 9.270801E-02
1562 4.646595E-02 9.293190E-02
1563 4.657812E-02 9.315624E-02
1564 4.669051E-02 9.338102E-02
1565 4.680313E-02 9.360625E-02
1566 4.691596E-02 9.383193E-02
1567 4.702903E-02 9.405805E-02
1568 4.714231E-02 9.428462E-02
1569 4.725582E-02 9.451164E-02
1570 4.736955E-02 9.473911E-02
1571 4.748351E-02 9.496703E-02
1572 4.759770E-02 9.519540E-02
1573 4.771211E-02 9.542422E-02
1574 4.782674E-02 9.565349E-02
1575 4.794161E-02 9.588321E-02
1576 4.805669E-02 9.611339E-02
1577 4.817201E-02 9.634402E-02
1578 4.828755E-02 9.657510E-02
1579 4.840332E-02 9.680664E-02
1580 4.851932E-02 9.703864E-02
1581 4.863555E-02 9.727109E-02
1582 4.875200E-02 9.750400E-02
1583 4.886868E-02 9.773737E-02
1584 4.898560E-02 9.797119E-02
1585 4.910274E-02 9.820548E-02
1586 4.922011E-02 9.844022E-02
1587 4.933771E-02 9.867542E-02
1588 4.945554E-02 9.891109E-02
1589 4.957361E-02 9.914721E-02
1590 4.969190E-02 9.938380E-02
1591 4.981043E-02 9.962085E-02
1592 4.992918E-02 9.985836E-02
1593 5.004817E-02 1.000963E-01
1594 5.016739E-02 1.003348E-01
1595 5.028685E-02 1.005737E-01
1596 5.040653E-02 1.008131E-01
1597 5.052646E-02 1.010529E-01
1598 5.064661E-02 1.012932E-01
1599 5.076700E-02 1.015340E-01
1600 5.088762E-02 1.017752E-01
1601 5.100848E-02 1.020170E-01
1602 5.112957E-02 1.022591E-01
1603 5.125090E-02 1.025018E-01
1604 5.137246E-02 1.027449E-01
1605 5.149426E-02 1.029885E-01
1606 5.161630E-02 1.032326E-01
1607 5.173857E-02 1.034771E-01
1608 5.186108E-02 1.037222E-01
1609 5.198383E-02 1.039677E-01
1610 5.210681E-02 1.042136E-01
1611 5.223003E-02 1.044601E-01
1612 5.235349E-02 1.047070E-01
1613 5.247719E-02 1.049544E-01
1614 5.260113E-02 1.052023E-01
1615 5.272531E-02 1.054506E-01
1616 5.284973E-02 1.056995E-01
1617 5.297438E-02 1.059488E-01
1618 5.309928E-02 1.061986E-01
1619 5.322442E-02 1.064488E-01
1620 5.334980E-02 1.066996E-01
1621 5.347542E-02 1.069508E-01
1622 5.360128E-02 1.072026E-01
1623 5.372738E-02 1.074548E-01
1624 5.385373E-02 1.077075E-01
1625 5.398032E-02 1.079606E-01
1626 5.410715E-02 1.082143E-01
1627 5.423423E-02 1.084685E-01
1628 5.436154E-02 1.087231E-01
1629 5.448911E-02 1.089782E-01
1630 5.461691E-02 1.092338E-01
1631 5.474497E-02 1.094899E-01
1632 5.487326E-02 1.097465E-01
1633 5.500180E-02 1.100036E-01
1634 5.513059E-02 1.102612E-01
1635 5.525963E-02 1.105193E-01
1636 5.538891E-02 1.107778E-01
1637 5.551843E-02 1.110369E-01
1638 5.564821E-02 1.112964E-01
1639 5.577823E-02 1.115565E-01
1640 5.590850E-02 1.118170E-01
1641 5.603901E-02 1.120780E-01
1642 5.616978E-02 1.123396E-01
1643 5.630079E-02 1.126016E-01
1644 5.643205E-02 1.128641E-01
1645 5.656356E-02 1.131271E-01
1646 5.669533E-02 1.133907E-01
1647 5.682734E-02 1.136547E-01
1648 5.695960E-02 1.139192E-01
1649 5.709211E-02 1.141842E-01
1650 5.722488E-02 1.144498E-01
1651 5.735789E-02 1.147158E-01
1652 5.749116E-02 1.149823E-01
1653 5.762468E-02 1.152494E-01
1654 5.775845E-02 1.155169E-01
1655 5.789247E-02 1.157849E-01
1656 5.802675E-02 1.160535E-01
1657 5.816128E-02 1.163226E-01
1658 5.829606E-02 1.165921E-01
1659 5.843110E-02 1.168622E-01
1660 5.856639E-02 1.171328E-01
1661 5.870194E-02 1.174039E-01
1662 5.883774E-02 1.176755E-01
1663 5.897380E-02 1.179476E-01
1664 5.911012E-02 1.182202E-01
1665 5.924669E-02 1.184934E-01
1666 5.938351E-02 1.187670E-01
1667 5.952060E-02 1.190412E-01
1668 5.965794E-02 1.193159E-01
1669 5.979553E-02 1.195911E-01
1670 5.993339E-02 1.198668E-01
1671 6.007150E-02 1.201430E-01
1672 6.020988E-02 1.204198E-01
1673 6.034851E-02 1.206970E-01
1674 6.048740E-02 1.209748E-01
1675 6.062655E-02 1.212531E-01
1676 6.076596E-02 1.215319E-01
1677 6.090563E-02 1.218113E-01
1678 6.104556E-02 1.220911E-01
1679 6.118575E-02 1.223715E-01
1680 6.132621E-02 1.226524E-01
1681 6.146692E-02 1.229338E-01
1682 6.160790E-02 1.232158E-01
1683 6.174914E-02 1.234983E-01
1684 6.189064E-02 1.237813E-01
1685 6.203240E-02 1.240648E-01
1686 6.217443E-02 1.243489E-01
1687 6.231672E-02 1.246334E-01
1688 6.245928E-02 1.249186E-01
1689 6.260210E-02 1.252042E-01
1690 6.274518E-02 1.254904E-01
1691 6.288854E-02 1.257771E-01
1692 6.303215E-02 1.260643E-01
1693 6.317603E-02 1.263521E-01
1694 6.332018E-02 1.266404E-01
1695 6.346459E-02 1.269292E-01
1696 6.360927E-02 1.272185E-01
1697 6.375422E-02 1.275084E-01
1698 6.389944E-02 1.277989E-01
1699 6.404492E-02 1.280898E-01
1700 6.419067E-02 1.283813E-01
1701 6.433669E-02 1.286734E-01
1702 6.448298E-02 1.289660E-01
1703 6.462954E-02 1.292591E-01
1704 6.477637E-02 1.295527E-01
1705 6.492347E-02 1.298469E-01
1706 6.507084E-02 1.301417E-01
1707 6.521848E-02 1.304370E-01
1708 6.536639E-02 1.307328E-01
1709 6.551457E-02 1.310291E-01
1710 6.566302E-02 1.313260E-01
1711 6.581175E-02 1.316235E-01
1712 6.596074E-02 1.319215E-01
1713 6.611001E-02 1.322200E-01
1714 6.625956E-02 1.325191E-01
1715 6.640937E-02 1.328187E-01
1716 6.655947E-02 1.331189E-01
1717 6.670983E-02 1.334197E-01
1718 6.686047E-02 1.337209E-01
1719 6.701139E-02 1.340228E-01
1720 6.716257E-02 1.343251E-01
1721 6.731404E-02 1.346281E-01
1722 6.746578E-02 1.349316E-01
1723 6.761780E-02 1.352356E-01
1724 6.777009E-02 1.355402E-01
1725 6.792267E-02 1.358453E-01
1726 6.807551E-02 1.361510E-01
1727 6.822864E-02 1.364573E-01
1728 6.838205E-02 1.367641E-01
1729 6.853573E-02 1.370715E-01
1730 6.868969E-02 1.373794E-01
1731 6.884393E-02 1.376879E-01
1732 6.899845E-02 1.379969E-01
1733 6.915325E-02 1.383065E-01
1734 6.930833E-02 1.386167E-01
1735 6.946370E-02 1.389274E-01
1736 6.961934E-02 1.392387E-01
1737 6.977526E-02 1.395505E-01
1738 6.993147E-02 1.398629E-01
1739 7.008795E-02 1.401759E-01
1740 7.024472E-02 1.404894E-01
1741 7.040178E-02 1.408036E-01
1742 7.055911E-02 1.411182E-01
1743 7.071673E-02 1.414335E-01
1744 7.087463E-02 1.417493E-01
1745 7.103282E-02 1.420656E-01
1746 7.119129E-02 1.423826E-01
1747 7.135005E-02 1.427001E-01
1748 7.150909E-02 1.430182E-01
1749 7.166841E-02 1.433368E-01
1750 7.182803E-02 1.436561E-01
1751 7.198793E-02 1.439759E-01
1752 7.214811E-02 1.442962E-01
1753 7.230859E-02 1.446172E-01
1754 7.246935E-02 1.449387E-01
1755 7.263039E-02 1.452608E-01
1756 7.279173E-02 1.455835E-01
1757 7.295336E-02 1.459067E-01
1758 7.311527E-02 1.462305E-01
1759 7.327747E-02 1.465549E-01
1760 7.343996E-02 1.468799E-01
1761 7.360275E-02 1.472055E-01
1762 7.376582E-02 1.475316E-01
1763 7.392918E-02 1.478584E-01
1764 7.409284E-02 1.481857E-01
1765 7.425678E-02 1.485136E-01
1766 7.442102E-02 1.488420E-01
1767 7.458555E-02 1.491711E-01
1768 7.475037E-02 1.495007E-01
1769 7.491549E-02 1.498310E-01
1770 7.508090E-02 1.501618E-01
1771 7.524660E-02 1.504932E-01
1772 7.541259E-02 1.508252E-01
1773 7.557888E-02 1.511578E-01
1774 7.574547E-02 1.514909E-01
1775 7.591235E-02 1.518247E-01
1776 7.607952E-02 1.521590E-01
1777 7.624700E-02 1.524940E-01
1778 7.641476E-02 1.528295E-01
1779 7.658283E-02 1.531657E-01
1780 7.675119E-02 1.535024E-01
1781 7.691984E-02 1.538397E-01
1782 7.708880E-02 1.541776E-01
1783 7.725805E-02 1.545161E-01
1784 7.742761E-02 1.548552E-01
1785 7.759746E-02 1.551949E-01
1786 7.776761E-02 1.555352E-01
1787 7.793805E-02 1.558761E-01
1788 7.810880E-02 1.562176E-01
1789 7.827985E-02 1.565597E-01
1790 7.845120E-02 1.569024E-01
1791 7.862285E-02 1.572457E-01
1792 7.879480E-02 1.575896E-01
1793 7.896706E-02 1.579341E-01
1794 7.913961E-02 1.582792E-01
1795 7.931247E-02 1.586249E-01
1796 7.948563E-02 1.589713E-01
1797 7.965910E-02 1.593182E-01
1798 7.983286E-02 1.596657E-01
1799 8.000694E-02 1.600139E-01
1800 8.018131E-02 1.603626E-01
1801 8.035599E-02 1.607120E-01
1802 8.053098E-02 1.610620E-01
1803 8.070627E-02 1.614125E-01
1804 8.088187E-02 1.617637E-01
1805 8.105777E-02 1.621155E-01
1806 8.123398E-02 1.624680E-01
1807 8.141049E-02 1.628210E-01
1808 8.158732E-02 1.631746E-01
1809 8.176445E-02 1.635289E-01
1810 8.194189E-02 1.638838E-01
1811 8.211964E-02 1.642393E-01
1812 8.229769E-02 1.645954E-01
1813 8.247606E-02 1.649521E-01
1814 8.265473E-02 1.653095E-01
1815 8.283372E-02 1.656674E-01
1816 8.301301E-02 1.660260E-01
1817 8.319262E-02 1.663852E-01
1818 8.337254E-02 1.667451E-01
1819 8.355277E-02 1.671055E-01
1820 8.373331E-02 1.674666E-01
1821 8.391416E-02 1.678283E-01
1822 8.409532E-02 1.681906E-01
1823 8.427680E-02 1.685536E-01
1824 8.445859E-02 1.689172E-01
1825 8.464070E-02 1.692814E-01
1826 8.482312E-02 1.696462E-01
1827 8.500585E-02 1.700117E-01
1828 8.518890E-02 1.703778E-01
1829 8.537226E-02 1.707445E-01
1830 8.555594E-02 1.711119E-01
1831 8.573994E-02 1.714799E-01
1832 8.592425E-02 1.718485E-01
1833 8.610888E-02 1.722178E-01
1834 8.629382E-02 1.725876E-01
1835 8.647909E-02 1.729582E-01
1836 8.666467E-02 1.733293E-01
1837 8.685057E-02 1.737011E-01
1838 8.703678E-02 1.740736E-01
1839 8.722332E-02 1.744466E-01
1840 8.741018E-02 1.748204E-01
1841 8.759735E-02 1.751947E-01
1842 8.778485E-02 1.755697E-01
1843 8.797267E-02 1.759453E-01
1844 8.816080E-02 1.763216E-01
1845 8.834926E-02 1.766985E-01
1846 8.853804E-02 1.770761E-01
1847 8.872715E-02 1.774543E-01
1848 8.891657E-02 1.778331E-01
1849 8.910632E-02 1.782126E-01
1850 8.929639E-02 1.785928E-01
1851 8.948679E-02 1.789736E-01
1852 8.967751E-02 1.793550E-01
1853 8.986855E-02 1.797371E-01
1854 9.005992E-02 1.801198E-01
1855 9.025161E-02 1.805032E-01
1856 9.044363E-02 1.808873E-01
1857 9.063598E-02 1.812720E-01
1858 9.082865E-02 1.816573E-01
1859 9.102165E-02 1.820433E-01
1860 9.121498E-02 1.824300E-01
1861 9.140863E-02 1.828173E-01
1862 9.160261E-02 1.832052E-01
1863 9.179692E-02 1.835938E-01
1864 9.199156E-02 1.839831E-01
1865 9.218653E-02 1.843731E-01
1866 9.238182E-02 1.847636E-01
1867 9.257745E-02 1.851549E-01
1868 9.277341E-02 1.855468E-01
1869 9.296970E-02 1.859394E-01
1870 9.316632E-02 1.863326E-01
1871 9.336327E-02 1.867265E-01
1872 9.356055E-02 1.871211E-01
1873 9.375816E-02 1.875163E-01
1874 9.395611E-02 1.879122E-01
1875 9.415439E-02 1.883088E-01
1876 9.435301E-02 1.887060E-01
1877 9.455195E-02 1.891039E-01
1878 9.475124E-02 1.895025E-01
1879 9.495085E-02 1.899017E-01
1880 9.515080E-02 1.903016E-01
1881 9.535109E-02 1.907022E-01
1882 9.555171E-02 1.911034E-01
1883 9.575267E-02 1.915053E-01
1884 9.595397E-02 1.919079E-01
1885 9.615560E-02 1.923112E-01
1886 9.635757E-02 1.927151E-01
1887 9.655988E-02 1.931198E-01
1888 9.676253E-02 1.935251E-01
1889 9.696551E-02 1.939310E-01
1890 9.716884E-02 1.943377E-01
1891 9.737250E-02 1.947450E-01
1892 9.757651E-02 1.951530E-01
1893 9.778085E-02 1.955617E-01
1894 9.798553E-02 1.959711E-01
1895 9.819056E-02 1.963811E-01
1896 9.839593E-02 1.967919E-01
1897 9.860163E-02 1.972033E-01
1898 9.880769E-02 1.976154E-01
1899 9.901408E-02 1.980282E-01
1900 9.922082E-02 1.984416E-01
1901 9.942790E-02 1.988558E-01
1902 9.963532E-02 1.992706E-01
1903 9.984309E-02 1.996862E-01
1904 1.000512E-01 2.001024E-01
1905 1.002597E-01 2.005193E-01
1906 1.004685E-01 2.009369E-01
1907 1.006776E-01 2.013552E-01
1908 1.008871E-01 2.017742E-01
1909 1.010970E-01 2.021939E-01
1910 1.013071E-01 2.026143E-01
1911 1.015177E-01 2.030354E-01
1912 1.017286E-01 2.034571E-01
1913 1.019398E-01 2.038796E-01
1914 1.021514E-01 2.043028E-01
1915 1.023633E-01 2.047266E-01
1916 1.025756E-01 2.051512E-01
1917 1.027882E-01 2.055764E-01
1918 1.030012E-01 2.060024E-01
1919 1.032145E-01 2.064291E-01
1920 1.034282E-01 2.068564E-01
1921 1.036423E-01 2.072845E-01
1922 1.038566E-01 2.077133E-01
1923 1.040714E-01 2.081428E-01
1924 1.042865E-01 2.085729E-01
1925 1.045019E-01 2.090038E-01
1926 1.047177E-01 2.094354E-01
1927 1.049339E-01 2.098677E-01
1928 1.051504E-01 2.103007E-01
1929 1.053672E-01 2.107345E-01
1930 1.055845E-01 2.111689E-01
1931 1.058020E-01 2.116041E-01
1932 1.060200E-01 2.120399E-01
1933 1.062382E-01 2.124765E-01
1934 1.064569E-01 2.129138E-01
1935 1.066759E-01 2.133518E-01
1936 1.068952E-01 2.137905E-01
1937 1.071150E-01 2.142299E-01
1938 1.073350E-01 2.146701E-01
1939 1.075555E-01 2.151109E-01
1940 1.077763E-01 2.155525E-01
1941 1.079974E-01 2.159948E-01
1942 1.082189E-01 2.164379E-01
1943 1.084408E-01 2.168816E-01
1944 1.086630E-01 2.173261E-01
1945 1.088856E-01 2.177713E-01
1946 1.091086E-01 2.182172E-01
1947 1.093319E-01 2.186639E-01
1948 1.095556E-01 2.191112E-01
1949 1.097797E-01 2.195593E-01
1950 1.100041E-01 2.200081E-01
1951 1.102289E-01 2.204577E-01
1952 1.104540E-01 2.209080E-01
1953 1.106795E-01 2.213590E-01
1954 1.109054E-01 2.218107E-01
1955 1.111316E-01 2.222632E-01
1956 1.113582E-01 2.227164E-01
1957 1.115852E-01 2.231704E-01
1958 1.118125E-01 2.236250E-01
1959 1.120402E-01 2.240804E-01
1960 1.122683E-01 2.245366E-01
1961 1.124967E-01 2.249935E-01
1962 1.127255E-01 2.254511E-01
1963 1.129547E-01 2.259095E-01
1964 1.131843E-01 2.263686E-01
1965 1.134142E-01 2.268284E-01
1966 1.136445E-01 2.272890E-01
1967 1.138751E-01 2.277503E-01
1968 1.141062E-01 2.282124E-01
1969 1.143376E-01 2.286752E-01
1970 1.145694E-01 2.291387E-01
1971 1.148015E-01 2.296030E-01
1972 1.150340E-01 2.300681E-01
1973 1.152669E-01 2.305339E-01
1974 1.155002E-01 2.310004E-01
1975 1.157338E-01 2.314677E-01
1976 1.159679E-01 2.319357E-01
1977 1.162023E-01 2.324045E-01
1978 1.164370E-01 2.328740E-01
1979 1.166722E-01 2.333443E-01
1980 1.169077E-01 2.338154E-01
1981 1.171436E-01 2.342872E-01
1982 1.173799E-01 2.347597E-01
1983 1.176165E-01 2.352331E-01
1984 1.178536E-01 2.357071E-01
1985 1.180910E-01 2.361819E-01
1986 1.183288E-01 2.366575E-01
1987 1.185669E-01 2.371339E-01
1988 1.188055E-01 2.376110E-01
1989 1.190444E-01 2.380888E-01
1990 1.192837E-01 2.385675E-01
1991 1.195234E-01 2.390469E-01
1992 1.197635E-01 2.395270E-01
1993 1.200040E-01 2.400079E-01
1994 1.202448E-01 2.404896E-01
1995 1.204860E-01 2.409721E-01
1996 1.207276E-01 2.414553E-01
1997 1.209696E-01 2.419393E-01
1998 1.212120E-01 2.424240E-01
1999 1.214548E-01 2.429095E-01
2000 1.216979E-01 2.433958E-01
2001 1.219414E-01 2.438829E-01
2002 1.221854E-01 2.443707E-01
2003 1.224297E-01 2.448594E-01
2004 1.226744E-01 2.453487E-01
2005 1.229195E-01 2.458389E-01
2006 1.231649E-01 2.463298E-01
2007 1.234108E-01 2.468216E-01
2008 1.236570E-01 2.473141E-01
2009 1.239037E-01 2.478073E-01
2010 1.241507E-01 2.483014E-01
2011 1.243981E-01 2.487962E-01
2012 1.246459E-01 2.492918E-01
2013 1.248941E-01 2.497882E-01
2014 1.251427E-01 2.502854E-01
2015 1.253917E-01 2.507834E-01
2016 1.256411E-01 2.512821E-01
2017 1.258908E-01 2.517817E-01
2018 1.261410E-01 2.522820E-01
2019 1.263915E-01 2.527831E-01
2020 1.266425E-01 2.532850E-01
2021 1.268938E-01 2.537877E-01
2022 1.271456E-01 2.542912E-01
2023 1.273977E-01 2.547954E-01
2024 1.276503E-01 2.553005E-01
2025 1.279032E-01 2.558064E-01
2026 1.281565E-01 2.563130E-01
2027 1.284102E-01 2.568205E-01
2028 1.286644E-01 2.573287E-01
2029 1.289189E-01 2.578378E-01
2030 1.291738E-01 2.583476E-01
2031 1.294291E-01 2.588582E-01
2032 1.296848E-01 2.593697E-01
2033 1.299410E-01 2.598819E-01
2034 1.301975E-01 2.603950E-01
2035 1.304544E-01 2.609088E-01
2036 1.307117E-01 2.614235E-01
2037 1.309695E-01 2.619389E-01
2038 1.312276E-01 2.624552E-01
2039 1.314861E-01 2.629722E-01
2040 1.317451E-01 2.634901E-01
2041 1.320044E-01 2.640088E-01
2042 1.322641E-01 2.645283E-01
2043 1.325243E-01 2.650486E-01
2044 1.327848E-01 2.655697E-01
2045 1.330458E-01 2.660916E-01
2046 1.333072E-01 2.666143E-01
2047 1.335689E-01 2.671379E-01
2048 1.338311E-01 2.676623E-01
2049 1.340937E-01 2.681874E-01
2050 1.343567E-01 2.687134E-01
2051 1.346201E-01 2.692403E-01
2052 1.348839E-01 2.697679E-01
2053 1.351482E-01 2.702963E-01
2054 1.354128E-01 2.708256E-01
2055 1.356779E-01 2.713557E-01
2056 1.359433E-01 2.718866E-01
2057 1.362092E-01 2.724184E-01
2058 1.364755E-01 2.729509E-01
2059 1.367422E-01 2.734843E-01
2060 1.370093E-01 2.740185E-01
2061 1.372768E-01 2.745536E-01
2062 1.375447E-01 2.750895E-01
2063 1.378131E-01 2.756262E-01
2064 1.380818E-01 2.761637E-01
2065 1.383510E-01 2.767021E-01
2066 1.386206E-01 2.772413E-01
2067 1.388906E-01 2.777813E-01
2068 1.391611E-01 2.783221E-01
2069 1.394319E-01 2.788638E-01
2070 1.397032E-01 2.794064E-01
2071 1.399749E-01 2.799497E-01
2072 1.402470E-01 2.804940E-01
2073 1.405195E-01 2.810390E-01
2074 1.407924E-01 2.815849E-01
2075 1.410658E-01 2.821316E-01
2076 1.413396E-01 2.826792E-01
2077 1.416138E-01 2.832276E-01
2078 1.418884E-01 2.837768E-01
2079 1.421635E-01 2.843269E-01
2080 1.424389E-01 2.848779E-01
2081 1.427148E-01 2.854297E-01
2082 1.429912E-01 2.859823E-01
2083 1.432679E-01 2.865358E-01
2084 1.435451E-01 2.870901E-01
2085 1.438227E-01 2.876453E-01
2086 1.441007E-01 2.882014E-01
2087 1.443791E-01 2.887583E-01
2088 1.446580E-01 2.893160E-01
2089 1.449373E-01 2.898746E-01
2090 1.452170E-01 2.904341E-01
2091 1.454972E-01 2.909944E-01
2092 1.457778E-01 2.915555E-01
2093 1.460588E-01 2.921176E-01
2094 1.463402E-01 2.926805E-01
2095 1.466221E-01 2.932442E-01
2096 1.469044E-01 2.938088E-01
2097 1.471871E-01 2.943743E-01
2098 1.474703E-01 2.949406E-01
2099 1.477539E-01 2.955078E-01
2100 1.480379E-01 2.960759E-01
2101 1.483224E-01 2.966448E-01
2102 1.486073E-01 2.972146E-01
2103 1.488926E-01 2.977853E-01
2104 1.491784E-01 2.983568E-01
2105 1.494646E-01 2.989292E-01
2106 1.497512E-01 2.995025E-01
2107 1.500383E-01 3.000766E-01
2108 1.503258E-01 3.006517E-01
2109 1.506138E-01 3.012276E-01
2110 1.509022E-01 3.018043E-01
2111 1.511910E-01 3.023820E-01
2112 1.514803E-01 3.029605E-01
2113 1.517700E-01 3.035399E-01
2114 1.520601E-01 3.041202E-01
2115 1.523507E-01 3.047014E-01
2116 1.526417E-01 3.052834E-01
2117 1.529332E-01 3.058664E-01
2118 1.532251E-01 3.064502E-01
2119 1.535174E-01 3.070349E-01
2120 1.538102E-01 3.076205E-01
2121 1.541035E-01 3.082069E-01
2122 1.543971E-01 3.087943E-01
2123 1.546913E-01 3.093825E-01
2124 1.549858E-01 3.099717E-01
2125 1.552809E-01 3.105617E-01
2126 1.555763E-01 3.111526E-01
2127 1.558722E-01 3.117445E-01
2128 1.561686E-01 3.123372E-01
2129 1.564654E-01 3.129308E-01
2130 1.567626E-01 3.135253E-01
2131 1.570603E-01 3.141207E-01
2132 1.573585E-01 3.147170E-01
2133 1.576571E-01 3.153142E-01
2134 1.579561E-01 3.159123E-01
2135 1.582556E-01 3.165113E-01
2136 1.585556E-01 3.171112E-01
2137 1.588560E-01 3.177120E-01
2138 1.591568E-01 3.183137E-01
2139 1.594581E-01 3.189163E-01
2140 1.597599E-01 3.195198E-01
2141 1.600621E-01 3.201242E-01
2142 1.603648E-01 3.207296E-01
2143 1.606679E-01 3.213358E-01
2144 1.609715E-01 3.219430E-01
2145 1.612755E-01 3.225510E-01
2146 1.615800E-01 3.231600E-01
2147 1.618850E-01 3.237699E-01
2148 1.621904E-01 3.243807E-01
2149 1.624962E-01 3.249925E-01
2150 1.628026E-01 3.256051E-01
2151 1.631093E-01 3.262187E-01
2152 1.634166E-01 3.268332E-01
2153 1.637243E-01 3.274486E-01
2154 1.640324E-01 3.280649E-01
2155 1.643411E-01 3.286821E-01
2156 1.646502E-01 3.293003E-01
2157 1.649597E-01 3.299194E-01
2158 1.652697E-01 3.305394E-01
2159 1.655802E-01 3.311604E-01
2160 1.658911E-01 3.317823E-01
2161 1.662025E-01 3.324051E-01
2162 1.665144E-01 3.330288E-01
2163 1.668267E-01 3.336535E-01
2164 1.671395E-01 3.342791E-01
2165 1.674528E-01 3.349056E-01
2166 1.677666E-01 3.355331E-01
2167 1.680808E-01 3.361615E-01
2168 1.683954E-01 3.367909E-01
2169 1.687106E-01 3.374211E-01
2170 1.690262E-01 3.380524E-01
2171 1.693423E-01 3.386845E-01
2172 1.696588E-01 3.393176E-01
2173 1.699758E-01 3.399517E-01
2174 1.702933E-01 3.405867E-01
2175 1.706113E-01 3.412226E-01
2176 1.709297E-01 3.418595E-01
2177 1.712487E-01 3.424973E-01
2178 1.715680E-01 3.431361E-01
2179 1.718879E-01 3.437758E-01
2180 1.722082E-01 3.444165E-01
2181 1.725291E-01 3.450581E-01
2182 1.728503E-01 3.457007E-01
2183 1.731721E-01 3.463442E-01
2184 1.734944E-01 3.469887E-01
2185 1.738171E-01 3.476341E-01
2186 1.741403E-01 3.482805E-01
2187 1.744640E-01 3.489279E-01
2188 1.747881E-01 3.495762E-01
2189 1.751127E-01 3.502255E-01
2190 1.754379E-01 3.508757E-01
2191 1.757635E-01 3.515269E-01
2192 1.760896E-01 3.521791E-01
2193 1.764161E-01 3.528322E-01
2194 1.767432E-01 3.534863E-01
2195 1.770707E-01 3.541414E-01
2196 1.773987E-01 3.547974E-01
2197 1.777272E-01 3.554544E-01
2198 1.780562E-01 3.561124E-01
2199 1.783857E-01 3.567714E-01
2200 1.787156E-01 3.574313E-01
2201 1.790461E-01 3.580922E-01
2202 1.793770E-01 3.587540E-01
2203 1.797084E-01 3.594169E-01
2204 1.800403E-01 3.600807E-01
2205 1.803727E-01 3.607455E-01
2206 1.807056E-01 3.614113E-01
2207 1.810390E-01 3.620780E-01
2208 1.813729E-01 3.627458E-01
2209 1.817073E-01 3.634145E-01
2210 1.820421E-01 3.640842E-01
2211 1.823775E-01 3.647549E-01
2212 1.827133E-01 3.654266E-01
2213 1.830496E-01 3.660993E-01
2214 1.833865E-01 3.667729E-01
2215 1.837238E-01 3.674476E-01
2216 1.840616E-01 3.681232E-01
2217 1.843999E-01 3.687999E-01
2218 1.847388E-01 3.694775E-01
2219 1.850781E-01 3.701561E-01
2220 1.854179E-01 3.708358E-01
2221 1.857582E-01 3.715164E-01
2222 1.860990E-01 3.721980E-01
2223 1.864403E-01 3.728806E-01
2224 1.867821E-01 3.735642E-01
2225 1.871244E-01 3.742489E-01
2226 1.874672E-01 3.749345E-01
2227 1.878106E-01 3.756211E-01
2228 1.881544E-01 3.763087E-01
2229 1.884987E-01 3.769974E-01
2230 1.888435E-01 3.776870E-01
2231 1.891889E-01 3.783777E-01
2232 1.895347E-01 3.790694E-01
2233 1.898810E-01 3.797621E-01
2234 1.902279E-01 3.804558E-01
2235 1.905752E-01 3.811505E-01
2236 1.909231E-01 3.818462E-01
2237 1.912715E-01 3.825429E-01
2238 1.916204E-01 3.832407E-01
2239 1.919697E-01 3.839395E-01
2240 1.923196E-01 3.846393E-01
2241 1.926701E-01 3.853401E-01
2242 1.930210E-01 3.860420E-01
2243 1.933724E-01 3.867448E-01
2244 1.937244E-01 3.874487E-01
2245 1.940768E-01 3.881537E-01
2246 1.944298E-01 3.888596E-01
2247 1.947833E-01 3.895666E-01
2248 1.951373E-01 3.902746E-01
2249 1.954918E-01 3.909836E-01
2250 1.958469E-01 3.916937E-01
2251 1.962024E-01 3.924048E-01
2252 1.965585E-01 3.931170E-01
2253 1.969151E-01 3.938301E-01
2254 1.972722E-01 3.945444E-01
2255 1.976298E-01 3.952596E-01
2256 1.979880E-01 3.959759E-01
2257 1.983466E-01 3.966933E-01
2258 1.987058E-01 3.974116E-01
2259 1.990655E-01 3.981311E-01
2260 1.994258E-01 3.988515E-01
2261 1.997865E-01 3.995731E-01
2262 2.001478E-01 4.002956E-01
2263 2.005096E-01 4.010192E-01
2264 2.008720E-01 4.017439E-01
2265 2.012348E-01 4.024696E-01
2266 2.015982E-01 4.031964E-01
2267 2.019621E-01 4.039242E-01
