#L TT           EE           TE
535 1.345660E+01 2.707413E-02 -3.420255E-02
536 1.876955E+01 9.977554E-03 -3.860300E-02
537 1.489567E+01 1.641992E-02 -4.388760E-02
538 1.969480E+01 4.700873E-03 -1.068070E-02
539 7.481036E+00 2.201527E-02 1.441924E-02
540 7.308077E+00 6.160060E-02 2.235608E-02
541 1.795437E+00 3.374947E-02 -6.329784E-03
542 2.554000E+01 5.325637E-02 2.201179E-02
543 2.750809E+01 6.653243E-03 -1.672161E-02
544 1.307575E+01 2.644924E-02 1.260885E-02
545 5.653916E+00 1.514721E-02 -1.559358E-03
546 1.226090E+01 2.983689E-02 -2.172179E-03
547 1.380281E+01 2.129722E-02 1.481094E-02
548 1.395287E+01 2.381551E-02 -2.256483E-02
549 1.900853E+01 3.361642E-02 -3.716143E-03
550 8.531890E+00 1.425035E-02 4.577361E-02
551 7.435430E+00 3.205772E-02 -4.708287E-02
552 1.236958E+01 1.341248E-02 -4.206716E-03
553 9.497341E+00 3.281542E-02 6.492158E-03
554 4.545173E+00 3.512487E-02 -3.084967E-03
555 5.502468E+00 1.693098E-02 -1.927973E-03
556 1.277085E+01 2.445611E-02 -3.411089E-02
557 3.766077E+00 4.758739E-02 2.476408E-02
558 1.359241E+01 1.245427E-02 1.947369E-02
559 1.720778E+01 6.717038E-03 -9.202974E-03
560 1.643504E+01 9.603133E-03 7.904442E-03
561 1.613868E+01 6.926714E-02 3.614251E-02
562 9.527855E+00 1.589139E-02 2.372255E-03
563 1.010366E+01 1.335526E-02 1.345266E-02
564 1.269265E+01 3.466728E-02 1.843547E-02
565 1.589005E+01 1.683654E-02 -3.500161E-02
566 1.122900E+01 1.585834E-02 -2.822118E-02
567 3.700585E+00 4.646161E-02 1.998813E-02
568 4.068318E+00 6.474145E-02 1.674697E-03
569 3.976644E+00 2.599724E-02 1.715021E-02
570 1.365489E+01 4.018959E-02 1.950649E-02
571 1.198220E+01 1.159841E-01 -1.518607E-01
572 1.472674E+01 2.804766E-02 3.570880E-03
573 1.048709E+01 1.144370E-01 -2.296082E-02
574 1.869962E+01 2.089782E-02 -4.163723E-02
575 4.574814E+00 5.952282E-03 1.149192E-03
576 2.742879E+01 4.980885E-02 4.074449E-02
577 6.977734E+00 1.658468E-02 -1.117301E-02
578 6.479272E+00 1.934030E-01 -3.400440E-02
579 4.849228E+00 4.063243E-02 1.324201E-02
580 2.412529E+00 3.082186E-02 -6.096447E-03
581 8.751195E+00 1.251530E-02 -4.005296E-02
582 1.566187E+01 2.138206E-02 -8.942147E-03
583 7.819273E+00 1.997697E-02 8.604264E-03
584 2.046584E+01 3.641414E-02 7.816135E-03
585 4.325881E+00 2.480651E-02 1.148433E-02
586 1.246897E+01 7.738328E-03 -1.632568E-02
587 1.227898E+01 2.113925E-02 8.020510E-03
588 2.199428E+00 4.651753E-02 -5.173385E-03
589 4.829971E+00 7.667012E-02 3.742688E-03
590 1.736324E+01 4.950407E-02 4.302853E-03
591 1.430964E+01 4.125320E-02 -3.466185E-03
592 9.678070E+00 9.363963E-03 1.445282E-02
593 5.910196E+00 1.832371E-02 1.043186E-02
594 1.095600E+01 4.674600E-02 -1.684878E-02
595 1.272393E+01 1.251210E-01 -2.013576E-03
596 1.149369E+01 2.256729E-02 2.706326E-04
597 4.576268E+00 4.448175E-02 -1.066432E-02
598 4.712447E+00 2.649585E-02 -2.219144E-02
599 9.130506E+00 3.615446E-02 -3.930549E-02
600 4.484424E+00 5.190301E-02 1.386979E-02
601 1.839528E+01 6.116253E-02 -6.705773E-03
602 1.058132E+01 9.362644E-02 -4.898916E-03
603 1.032243E+01 3.944119E-02 2.126877E-02
604 1.674418E+01 1.482526E-01 -3.960235E-02
605 1.131681E+01 4.634204E-02 1.695995E-02
606 6.542365E+00 4.924381E-02 -3.053569E-02
607 9.777745E+00 3.814452E-02 5.600054E-03
608 1.261714E+01 5.229194E-02 4.016421E-02
609 9.858772E+00 5.801507E-02 2.715908E-02
610 7.829567E+00 1.371970E-01 2.832487E-02
611 4.098427E+00 4.443177E-02 -1.732300E-02
612 1.091414E+01 9.012555E-02 -2.308629E-02
613 2.866842E+00 4.582060E-02 9.762429E-03
614 2.312003E+01 4.385580E-02 -1.053548E-02
615 8.576534E+00 6.858100E-02 -3.223497E-02
616 2.288475E+01 8.679346E-02 5.944685E-02
617 7.022275E+00 5.311480E-02 -5.056466E-03
618 1.387412E+01 7.897563E-02 -3.628802E-02
619 7.719654E+00 3.527836E-02 2.505455E-03
620 1.479423E+01 1.934204E-02 9.301866E-03
621 1.559895E+01 2.421966E-02 1.227559E-02
622 8.031947E+00 1.143610E-01 2.418327E-02
623 3.046329E+00 1.094701E-02 -4.352383E-03
624 4.476102E+00 1.523053E-01 4.090885E-04
625 9.279775E+00 5.656411E-02 4.460171E-02
626 5.752838E+00 7.051076E-02 -1.350523E-02
627 4.890998E+00 1.063734E-01 -3.895748E-02
628 7.666224E+00 1.198463E-01 2.019962E-02
629 6.625272E+00 2.084810E-02 -1.153913E-02
630 4.655212E+00 1.465482E-01 -1.604137E-02
631 9.636478E+00 1.114942E-01 1.955733E-02
632 4.400316E+00 9.191486E-02 -1.445481E-02
633 1.206816E+01 6.221189E-02 1.366004E-02
634 6.762549E+00 1.815494E-01 -2.855073E-03
635 1.919175E+01 3.292670E-02 1.128556E-02
636 9.659036E+00 1.249786E-01 -9.203169E-03
637 6.280406E+00 4.447178E-02 -4.083152E-03
638 1.028385E+01 2.272766E-02 -1.602586E-02
639 7.429701E+00 6.650554E-02 -4.289190E-02
640 7.746542E+00 9.790094E-03 4.208104E-03
641 1.717075E+01 1.631213E-01 -4.436294E-02
642 1.484344E+01 3.689391E-02 1.462692E-02
643 1.399665E+01 6.912133E-02 5.560053E-03
644 8.302825E+00 2.560373E-02 2.688599E-03
645 9.726647E+00 5.445710E-02 -4.880051E-03
646 1.049352E+01 1.145779E-01 -5.735347E-02
647 5.059153E+00 1.194282E-01 1.494235E-02
648 9.897421E+00 3.273943E-02 -1.447803E-02
649 7.440819E+00 1.098624E-01 6.603410E-02
650 7.116391E+00 8.755794E-02 2.838487E-02
651 8.074422E+00 1.191265E-01 -4.509496E-02
652 8.908146E+00 9.944901E-02 3.398000E-02
653 8.412420E+00 1.389113E-01 -7.922008E-03
654 6.118524E+00 6.085841E-02 -6.998508E-03
655 9.154597E+00 5.606920E-02 -5.645203E-02
656 5.161146E+00 8.853396E-02 7.980158E-03
657 2.369120E+00 3.371397E-02 1.044358E-02
658 6.757827E+00 3.391842E-02 1.914813E-03
659 6.401680E+00 4.079986E-02 2.629503E-03
660 5.397952E+00 1.399695E-01 2.154924E-02
661 8.699389E+00 1.912788E-01 -2.323302E-02
662 1.635672E+01 3.273621E-02 -4.844199E-03
663 1.449057E+01 4.017212E-02 4.870037E-03
664 6.312858E+00 1.165306E-01 3.736011E-03
665 1.349545E+01 2.373711E-01 -3.716204E-02
666 6.936991E+00 1.332250E-01 -1.791886E-02
667 2.086639E+01 5.413605E-02 2.488041E-02
668 4.515090E+00 1.615125E-02 3.949623E-03
669 9.251665E+00 5.111232E-02 -2.475498E-03
670 4.552667E+00 1.696437E-01 7.826273E-03
671 1.722217E+01 1.819821E-01 5.961737E-03
672 5.095502E+00 1.839668E-01 1.851772E-02
673 6.941970E+00 1.682321E-01 -3.413904E-02
674 6.011841E+00 1.266933E-01 3.450883E-02
675 5.637097E+00 1.258469E-01 1.239173E-02
676 1.028293E+01 7.805610E-02 -6.953237E-02
677 1.578421E+01 1.153537E-01 -9.321596E-02
678 5.791145E+00 1.227269E-01 8.473384E-03
679 8.357224E+00 4.510477E-02 -5.925335E-03
680 3.551866E+00 7.608509E-02 9.846790E-03
681 9.497882E+00 4.785541E-02 -7.813725E-03
682 4.970762E+00 2.674802E-02 2.331591E-02
683 4.336841E+00 8.210258E-02 3.558470E-02
684 1.312239E+01 5.059340E-02 -5.298393E-02
685 8.410370E+00 1.084891E-01 -4.566290E-03
686 5.623311E+00 4.038108E-02 -3.265616E-02
687 3.355024E+00 4.255447E-02 -9.322353E-04
688 1.011668E+01 7.939640E-02 1.084388E-02
689 7.448213E+00 6.917779E-02 -1.502282E-03
690 5.112773E+00 1.031969E-01 -4.135699E-03
691 1.003239E+01 1.646105E-01 5.939708E-04
692 3.623546E+00 6.699097E-02 9.359404E-03
693 1.542758E+01 3.135616E-02 -1.750598E-02
694 7.449290E+00 1.612389E-01 5.057171E-03
695 1.221052E+01 5.158118E-02 -4.928090E-03
696 1.292449E+00 1.006392E-01 -1.990860E-02
697 7.616498E+00 1.207836E-01 -5.562846E-03
698 2.974069E+00 1.179852E-01 -2.218114E-02
699 3.885840E+00 6.950092E-02 -5.379029E-04
700 2.491216E+01 4.852185E-02 -2.073930E-02
701 2.945670E+00 2.554429E-02 -5.592378E-03
702 4.832360E+00 1.893059E-01 3.399604E-02
703 5.973560E+00 8.218756E-02 9.112348E-03
704 4.606949E+00 2.939242E-02 -1.037756E-02
705 9.030539E+00 1.712818E-02 6.450027E-03
706 4.992952E+00 8.983134E-02 -2.591274E-02
707 5.693345E+00 4.230980E-02 8.707165E-03
708 6.898867E+00 5.856214E-02 -3.586498E-03
709 6.281915E+00 8.651982E-02 -3.789509E-02
710 6.241824E+00 1.565173E-01 -8.464106E-03
711 5.033303E+00 1.022237E-01 -2.586946E-03
712 9.619672E+00 6.511150E-02 1.921750E-02
713 7.408253E+00 1.277196E-01 -3.858415E-03
714 7.246341E+00 9.145514E-02 3.433936E-03
715 4.422652E+00 8.416120E-02 -7.378405E-03
716 7.576224E+00 1.272917E-01 6.845248E-03
717 8.060258E+00 9.793432E-02 -4.297856E-02
718 5.555279E+00 4.697647E-02 8.401325E-03
719 7.135671E+00 6.664629E-02 3.438716E-02
720 2.556344E+01 2.576551E-01 -1.623053E-02
721 4.382679E+00 3.650389E-02 6.111863E-03
722 1.126701E+01 9.300261E-02 2.101327E-02
723 1.167198E+01 4.844960E-02 1.248394E-02
724 3.069841E+00 6.825534E-02 1.292683E-02
725 7.973260E+00 2.994444E-02 -2.149506E-02
726 5.443713E+00 1.247644E-02 -6.622466E-04
727 4.725474E+00 5.227733E-02 1.490192E-02
728 9.344958E+00 9.320752E-02 -1.491442E-02
729 7.972634E+00 2.342128E-02 -2.231246E-02
730 5.732903E+00 7.979820E-02 -3.410921E-02
731 5.361657E+00 7.774449E-02 -3.237930E-02
732 6.289560E+00 4.384324E-02 9.644196E-04
733 5.891708E+00 5.118686E-02 -3.424832E-02
734 5.414323E+00 1.413078E-02 9.559942E-03
735 5.416823E+00 1.297634E-01 -1.152186E-02
736 1.174557E+01 1.225243E-01 -7.252708E-02
737 1.093361E+01 1.955738E-01 -2.750879E-02
738 1.061626E+01 1.310264E-01 -1.603220E-03
739 5.141103E+00 3.587968E-02 -9.855880E-03
740 1.126397E+01 5.255018E-02 1.582829E-02
741 1.568872E+01 5.389525E-02 -6.294659E-03
742 1.186395E+01 5.931037E-02 -2.004831E-02
743 1.406157E+01 3.205682E-02 -1.860551E-02
744 5.386263E+00 2.065589E-01 -5.354305E-02
745 1.202185E+01 7.321105E-02 -2.510790E-02
746 7.452142E+00 6.925283E-02 2.178794E-02
747 1.464180E+01 9.289409E-02 -2.382173E-02
748 1.232815E+01 9.765876E-02 -1.586492E-02
749 1.372442E+01 3.446689E-02 4.597947E-03
750 9.487647E+00 4.041463E-02 -2.151959E-02
751 6.103078E+00 1.264612E-01 -1.130287E-02
752 1.057423E+01 5.220286E-02 -1.757674E-03
753 5.242827E+00 1.287832E-01 -9.780553E-03
754 1.441187E+01 2.871492E-02 -3.391025E-03
755 7.297323E+00 2.671508E-02 -1.516408E-03
756 9.406587E+00 3.195694E-02 -1.165309E-02
757 2.109435E+00 2.178331E-02 -1.678993E-03
758 1.095360E+01 8.453016E-02 6.167972E-02
759 1.114435E+01 8.425158E-02 6.312525E-03
760 3.794236E+00 1.158835E-01 7.375325E-02
761 1.242609E+01 3.101261E-02 -1.534296E-02
762 3.178520E+00 7.684824E-02 2.467015E-03
763 7.734361E+00 2.802605E-02 -5.121839E-03
764 8.129758E+00 1.595367E-02 2.198272E-03
765 6.598669E+00 5.547234E-02 6.443455E-03
766 5.663681E+00 7.790806E-03 -1.503107E-02
767 8.093043E+00 8.610052E-02 -7.087614E-02
768 8.529751E+00 3.546835E-02 -1.419946E-02
769 8.016141E+00 6.864658E-02 1.132935E-02
770 5.147860E+00 2.426786E-02 -2.414994E-02
771 2.393285E+00 7.116572E-02 5.649844E-03
772 9.223196E+00 6.015684E-02 2.758608E-02
773 4.129958E+00 2.014458E-02 1.193592E-02
774 5.358471E+00 2.351412E-02 -1.624806E-02
775 6.414528E+00 3.800322E-02 -3.718259E-04
776 1.223450E+01 3.921792E-02 -8.046224E-03
777 1.372838E+01 7.843790E-02 1.691314E-02
778 5.088992E+00 7.068823E-02 -4.214656E-02
779 5.844366E+00 9.988713E-02 4.762035E-02
780 2.188823E+01 2.115875E-02 1.886982E-02
781 4.528973E+00 4.137363E-02 8.112237E-03
782 3.839041E+00 4.789748E-03 -1.159934E-03
783 8.145653E+00 1.793353E-02 -1.203339E-02
784 1.963322E+00 3.245786E-02 -1.950812E-02
785 1.534951E+01 2.129989E-02 8.007420E-03
786 6.079862E+00 1.057627E-01 -1.779589E-02
787 1.362468E+01 5.938351E-02 1.066970E-02
788 7.099122E+00 3.014188E-02 -2.648107E-02
789 6.911238E+00 5.839489E-02 -2.369174E-02
790 5.145804E+00 1.522337E-02 -1.141455E-02
791 7.809535E+00 2.431020E-02 -1.265426E-02
792 9.143371E+00 2.065978E-02 2.154641E-03
793 7.560293E+00 7.206626E-03 -1.299786E-03
794 1.618769E+01 2.734838E-02 -2.951745E-02
795 4.098055E+00 3.007309E-02 1.547459E-02
796 1.893164E+01 2.415096E-02 -3.346779E-02
797 5.681095E+00 3.994095E-02 -9.914717E-03
798 1.227095E+01 3.887622E-02 -2.000667E-02
799 4.952463E+00 2.159822E-02 6.988771E-03
800 1.045580E+01 8.227568E-02 -1.506004E-02
801 3.001003E+00 6.010311E-02 -1.917958E-05
802 6.600449E+00 4.008621E-02 2.252312E-02
803 8.283353E+00 2.084999E-02 -1.202563E-02
804 1.174207E+01 1.397407E-02 1.640436E-02
805 4.024544E+00 3.864387E-02 -7.256456E-04
806 6.702867E+00 2.224536E-02 -1.474944E-03
807 1.282014E+01 5.347956E-02 -1.564235E-02
808 9.467830E+00 1.359797E-02 7.149012E-03
809 1.309074E+00 1.790254E-02 -3.841776E-03
810 7.564741E+00 2.209756E-02 8.083952E-03
811 4.258720E+00 1.645254E-02 -1.861185E-02
812 8.917922E+00 2.917651E-02 8.067531E-03
813 7.209746E+00 2.328471E-02 -4.441080E-03
814 4.065260E+00 1.631902E-02 -3.862066E-03
815 7.437474E+00 1.455894E-02 1.196581E-03
816 2.791306E+01 1.868962E-02 3.223114E-02
817 1.633116E+01 2.564991E-02 -9.955007E-03
818 6.998074E+00 1.334635E-02 -2.585189E-04
819 1.563501E+00 5.452142E-02 1.535720E-02
820 1.177416E+01 3.602919E-02 2.392099E-02
821 4.087224E+00 1.697586E-02 9.356045E-03
822 1.272509E+01 2.875461E-03 6.437149E-03
823 1.519934E+01 5.549640E-02 -6.562432E-02
824 1.300056E+01 1.150636E-02 6.591119E-03
825 1.036761E+01 6.152775E-02 -3.558486E-02
826 1.415921E+01 1.122593E-02 -3.096990E-03
827 7.474633E+00 3.460358E-02 -1.925561E-02
828 2.934529E+00 3.814354E-02 -3.534200E-03
829 1.838586E+01 1.866250E-02 1.845915E-02
830 1.392531E+01 1.836748E-03 3.578262E-04
831 5.264426E+00 6.521674E-02 8.994082E-03
832 8.133886E+00 1.365685E-02 8.482265E-03
833 6.232890E+00 1.814018E-02 1.221125E-02
834 4.096854E+00 1.530718E-02 -2.523950E-02
835 1.612963E+01 4.473844E-02 4.511823E-03
836 5.849958E+00 2.184713E-02 -1.777382E-02
837 6.432110E+00 2.230062E-02 -6.293841E-03
838 1.350256E+01 1.822672E-02 9.455743E-04
839 6.944377E+00 2.934980E-02 -7.125200E-03
840 3.959234E+00 4.555172E-02 6.534694E-03
841 5.493049E+00 1.419322E-02 -7.568707E-03
842 6.482485E+00 5.401586E-03 -4.176766E-04
843 4.871844E+00 2.635900E-03 -1.635470E-03
844 5.439091E+00 2.498808E-02 -2.405987E-03
845 1.356174E+01 1.573934E-02 -7.794243E-04
846 6.677121E+00 4.627721E-02 -2.249402E-02
847 1.038027E+01 1.523664E-02 5.292221E-04
848 8.147631E+00 4.415568E-02 -1.525668E-02
849 3.081709E+00 1.163697E-02 9.662915E-03
850 5.925490E+00 3.767863E-02 8.210274E-03
851 6.907195E+00 1.698041E-02 8.539968E-03
852 1.104102E+01 1.028337E-02 1.903805E-03
853 4.440871E+00 4.400518E-02 2.172103E-03
854 1.565991E+00 1.919558E-02 -5.636213E-03
855 5.088152E+00 2.249139E-02 -1.061608E-02
856 5.469762E+00 9.952480E-03 3.953007E-03
857 5.646745E+00 7.199571E-02 -1.036047E-02
858 2.940322E+00 6.430993E-02 1.101683E-02
859 4.025326E+00 1.724301E-02 -2.225094E-03
860 9.512954E+00 1.074464E-02 2.416527E-02
861 9.443014E+00 7.655581E-03 1.544429E-03
862 3.522760E+00 1.356101E-02 -4.827804E-03
863 4.310556E+00 9.482695E-03 2.522543E-03
864 1.662293E+01 2.809047E-02 1.651454E-02
865 8.002487E+00 1.548577E-02 -9.108525E-03
866 2.864332E+00 1.257045E-02 -3.836825E-03
867 6.095568E+00 4.514837E-02 -1.644886E-03
868 5.113761E+00 1.695364E-02 -5.534700E-03
869 1.965354E+01 1.050272E-02 -3.565740E-03
870 8.225948E+00 4.136086E-02 2.329163E-02
871 3.505971E+00 3.202720E-02 1.086564E-02
872 4.757567E+00 2.482215E-02 -1.401394E-02
873 5.107016E+00 3.352694E-02 -1.429518E-02
874 6.924970E+00 5.535235E-02 3.825944E-02
875 3.927558E+00 1.203310E-03 4.626474E-04
876 9.018125E+00 2.088227E-02 2.284986E-03
877 8.307765E+00 6.186294E-02 -1.265653E-02
878 9.047049E+00 4.707897E-02 2.347120E-02
879 8.238810E+00 1.455274E-02 -1.451683E-02
880 3.629971E+00 3.959463E-02 1.334055E-02
881 4.703240E+00 1.436548E-01 -5.804890E-03
882 4.233234E+00 2.264094E-02 -2.139886E-03
883 3.550226E+00 6.673481E-03 4.464268E-03
884 4.150083E+00 1.560106E-02 2.890585E-03
885 5.777885E+00 9.282403E-02 1.368534E-02
886 1.693057E+00 1.287989E-01 1.900579E-03
887 5.078217E+00 2.357592E-03 -3.927721E-03
888 3.677911E+00 1.626690E-02 8.910936E-03
889 4.508438E+00 3.508475E-02 1.445129E-02
890 1.114956E+01 5.651618E-02 2.647532E-03
891 2.781757E+00 1.042604E-02 -3.878994E-03
892 3.908822E+00 9.324076E-02 1.031424E-02
893 2.801672E+00 4.363773E-02 3.823915E-03
894 9.520735E+00 2.572224E-02 8.439011E-03
895 4.904598E+00 8.066218E-02 2.324789E-02
896 1.558613E+01 3.830086E-02 3.191856E-02
897 6.662009E+00 4.974437E-02 -8.840030E-03
898 1.476080E+00 1.120136E-02 2.041894E-03
899 4.302595E+00 6.855414E-02 -9.030952E-03
900 9.452902E+00 4.863240E-02 -4.284831E-03
901 1.045875E+00 2.784183E-02 7.730837E-03
902 3.397899E+00 5.756156E-02 1.594857E-02
903 3.921496E+00 8.452261E-02 5.279344E-03
904 5.504296E+00 2.451601E-02 7.681207E-03
905 4.087695E+00 3.359279E-02 -3.227021E-03
906 5.208883E+00 5.311722E-03 -7.481353E-03
907 4.075436E+00 3.970675E-02 -2.340416E-03
908 5.585706E+00 1.841421E-02 -3.009927E-03
909 3.160011E+00 5.742518E-02 -9.136544E-05
910 1.170819E+01 9.768756E-03 2.708228E-04
911 6.519369E+00 2.262063E-02 -6.480162E-03
912 2.670925E+00 6.448297E-03 -1.906768E-03
913 7.455357E+00 3.113910E-02 -2.176846E-02
914 1.919731E+00 6.332278E-02 1.252787E-02
915 3.338374E+00 1.356099E-02 -2.094577E-05
916 3.971926E+00 3.629043E-02 8.091710E-03
917 1.855782E+00 1.193559E-01 -2.978548E-03
918 6.747275E+00 1.403143E-02 1.606289E-03
919 7.394543E+00 1.544766E-02 -7.743038E-03
920 5.826688E+00 2.255864E-02 3.583064E-03
921 1.772484E+00 7.002846E-02 8.603573E-03
922 9.388985E+00 4.771536E-02 -6.167109E-03
923 3.002643E+00 5.933667E-03 4.050144E-03
924 2.105413E+00 1.233271E-01 -8.199073E-04
925 1.161691E+00 6.191078E-02 5.227964E-03
926 4.221803E+00 2.928137E-02 6.686786E-03
927 4.149040E+00 1.970453E-02 1.080723E-02
928 3.968586E+00 3.827783E-02 5.165517E-03
929 2.044172E+00 5.770957E-02 -6.733438E-03
930 2.481860E+00 3.630003E-02 -9.227677E-03
931 7.933476E-01 6.991833E-02 2.860528E-03
932 3.177329E+00 7.532707E-03 -9.902801E-03
933 2.130217E+00 1.088652E-01 1.254686E-02
934 1.856106E+00 6.312597E-02 -4.464508E-03
935 5.232319E+00 2.407162E-02 7.028715E-03
936 4.548075E+00 6.364405E-02 4.759583E-03
937 3.065238E+00 3.248577E-02 -2.760043E-03
938 2.155718E+00 1.165568E-01 -8.235278E-03
939 2.729244E+00 5.492369E-02 1.128899E-02
940 5.201021E+00 8.641501E-02 -1.364468E-02
941 6.249797E+00 2.409967E-01 6.227101E-03
942 1.690598E+01 2.989654E-02 -2.225328E-03
943 3.252619E+00 7.046941E-02 2.001963E-02
944 1.570678E+00 7.270651E-03 -2.297631E-03
945 3.092928E+00 1.337151E-01 1.702692E-02
946 4.073391E+00 2.607305E-02 1.860991E-03
947 3.167028E+00 1.124077E-01 -3.432404E-03
948 3.901070E+00 8.337968E-02 3.031316E-02
949 1.957260E+00 3.423683E-02 3.242821E-03
950 2.192908E+00 1.520156E-01 1.395585E-02
951 3.966728E+00 6.786851E-02 2.383910E-02
952 3.024904E+00 1.206216E-02 -2.195636E-04
953 1.176055E+00 4.598506E-02 2.272320E-03
954 1.606197E+00 3.918636E-02 -1.209441E-02
955 2.039645E+00 3.289696E-02 -3.279755E-03
956 2.576259E+00 3.822422E-02 -6.420213E-03
957 1.066444E+00 6.799275E-02 1.862107E-03
958 5.350960E+00 5.844254E-02 1.741309E-02
959 3.641925E+00 3.854033E-02 1.052586E-02
960 1.693530E+00 1.176440E-02 3.074548E-03
961 7.575884E+00 2.154882E-01 1.273159E-02
962 8.290631E-01 8.547098E-02 -8.524061E-04
963 6.243376E+00 4.003273E-02 -2.001706E-02
964 3.534886E+00 4.218633E-02 -4.862628E-03
965 2.062474E+00 3.555848E-02 1.521054E-02
966 2.952539E+00 2.161381E-02 -1.800722E-03
967 1.033570E+00 1.425982E-01 -6.209311E-03
968 6.766517E+00 4.197970E-02 1.352648E-02
969 1.817522E+00 9.757762E-02 1.369257E-02
970 1.634852E+00 1.481119E-01 7.866559E-04
971 2.265439E+00 7.091970E-02 -2.450215E-03
972 2.625804E+00 6.109317E-02 -5.438310E-03
973 4.208465E+00 2.206557E-02 -1.236805E-02
974 3.077752E+00 4.078042E-02 9.294510E-03
975 3.630639E+00 1.372225E-01 1.820268E-03
976 2.385954E+00 1.505647E-01 -8.531652E-03
977 3.127384E+00 6.595099E-02 1.664705E-02
978 1.850518E+00 1.108761E-01 1.074625E-02
979 1.356797E+00 1.014828E-01 3.951579E-03
980 5.809139E+00 7.940011E-02 1.282213E-02
981 2.754589E+00 1.689815E-01 3.044068E-02
982 2.100205E+00 5.140365E-02 4.933281E-03
983 2.241053E+00 1.738959E-02 -1.878208E-03
984 1.146474E+00 3.313237E-02 8.454539E-04
985 1.599878E+00 9.631783E-03 -1.395536E-03
986 1.970538E+00 4.885536E-02 6.359921E-03
987 1.888767E+00 7.423459E-02 9.430867E-03
988 4.645970E+00 1.504807E-02 -2.313645E-03
989 2.765571E+00 8.046596E-02 -8.446174E-03
990 2.453885E+00 2.550668E-02 -1.791743E-02
991 6.300623E+00 2.781900E-01 2.981475E-02
992 3.818480E+00 7.007411E-02 -6.433158E-03
993 4.493511E+00 6.040197E-02 4.014323E-03
994 2.444870E+00 4.838621E-02 1.418179E-02
995 1.548088E+00 7.705369E-02 1.016787E-02
996 2.533213E+00 9.136272E-02 2.120558E-02
997 3.933377E-01 5.310025E-02 -5.768745E-03
998 3.770415E+00 2.319979E-01 -1.330896E-02
999 1.538099E+00 4.472654E-02 1.816360E-03
1000 1.305486E+00 2.915141E-02 9.884890E-03
1001 2.655707E+00 2.150729E-02 1.084894E-02
1002 3.707368E+00 1.472894E-02 -1.047080E-02
1003 3.499424E+00 2.077235E-02 -4.756288E-03
1004 8.864018E-01 9.599063E-02 4.131335E-03
1005 2.128140E+00 1.206761E-02 -4.195991E-03
1006 8.638880E-01 4.788803E-02 -2.815920E-03
1007 5.325044E+00 1.638144E-01 -2.455968E-02
1008 2.274335E+00 4.008239E-01 -2.683711E-02
1009 1.998124E+00 2.926051E-02 3.673107E-03
1010 8.406702E-01 9.625032E-02 9.851707E-03
1011 1.932055E+00 8.082305E-02 -5.945913E-03
1012 4.648950E+00 4.282341E-02 1.502163E-03
1013 2.857663E+00 3.943145E-03 1.987742E-03
1014 2.038741E+00 1.009918E-01 -3.689661E-03
1015 1.706720E+00 1.673715E-01 2.991659E-02
1016 2.065694E+00 1.896737E-01 6.166486E-03
1017 2.619993E+00 9.817678E-02 -1.419430E-02
1018 1.500637E+00 5.450180E-02 1.467592E-03
1019 9.702711E-01 3.400481E-02 -9.914852E-03
1020 2.930851E+00 2.965462E-02 -5.747503E-04
1021 2.899247E+00 1.107429E-01 3.911340E-03
1022 2.757666E+00 1.001911E-01 8.328455E-03
1023 2.306562E+00 1.857170E-02 -9.007198E-03
1024 5.534350E+00 1.242931E-01 -4.034171E-03
1025 3.818360E+00 6.548530E-02 -3.034655E-02
1026 3.513069E+00 8.313943E-02 -7.487028E-03
1027 1.704802E+00 3.347474E-02 6.050291E-03
1028 4.056908E+00 4.812078E-02 -5.701233E-03
1029 4.075731E+00 2.489839E-01 -1.767922E-02
1030 1.615913E+00 9.330381E-02 -6.768314E-03
1031 6.595306E+00 1.099798E-01 -1.304918E-02
1032 1.368022E+00 4.272919E-02 -3.323912E-03
1033 3.925430E+00 3.319902E-02 7.897397E-03
1034 2.012015E+00 1.092768E-01 1.468896E-02
1035 1.325892E+00 3.002866E-01 -8.960865E-03
1036 4.201923E+00 5.451845E-02 -4.651690E-03
1037 3.020388E+00 3.385697E-02 9.019624E-03
1038 5.311316E+00 5.402173E-02 6.397038E-03
1039 8.929989E-01 7.346793E-02 -9.305209E-03
1040 2.560161E+00 4.707201E-02 3.580615E-04
1041 1.368753E+00 1.318941E-02 -1.528906E-03
1042 3.530893E+00 1.722277E-02 8.393091E-04
1043 2.287058E+00 3.946328E-02 2.860686E-03
1044 1.924070E+00 1.423465E-02 5.119492E-03
1045 4.204495E+00 3.870953E-02 1.777891E-03
1046 4.085583E+00 2.476042E-02 2.184323E-03
1047 1.054129E+00 1.835891E-02 -6.134452E-03
1048 3.965392E+00 1.082158E-01 1.667384E-02
1049 2.274460E+00 4.749398E-02 -2.652515E-03
1050 6.395088E+00 2.962470E-02 -9.985144E-03
1051 2.809904E+00 9.486678E-02 -3.714392E-03
1052 2.527474E+00 1.174632E-02 2.725990E-04
1053 2.894433E+00 3.538858E-02 5.551606E-03
1054 1.860433E+00 4.862603E-02 -5.130319E-03
1055 1.351466E+00 3.002470E-02 1.236582E-03
1056 2.017113E+00 1.363705E-02 -3.341538E-04
1057 2.565427E+00 1.405925E-01 1.720888E-02
1058 1.376500E+00 2.758303E-02 2.830904E-03
1059 2.802369E+00 6.242692E-02 -6.141097E-03
